Post,Label,dialect,source
كنت متحمس لحلقه اليوم ومتحمس ايضا بمشاركه حسين عبدالرضا لاكن انصدمت فعلا بأن القلب السعودي حسود يكره الحب نكدي ملقوف 👎 🏼 #سيلفي٣,depression,slang,semEval
مشاعرى تشكو الغياب وتقيم الحداد كلما تذكرتك يامي خيم الحزن على قلبي وكان غيمة سوداء تصب مطرها من دموعي اه ياوجع الرحيل,depression,slang,semEval
#بخاطري_ودي_اقول ومع كل غياب يسقط منا شيء إما قطعة ثقة أو ربما خيبة أمل,depression,slang,semEval
واصلا فلسفه زايده 🙂 وش دخلك اصلا اذا انا حزينه او لا جاي تقيم حزني مثلا,depression,slang,semEval
مابعرفش أسيطر على إنفعالي الطفولي ودي حاجة دايما بتسببلي إحراج والله 😞,depression,slang,semEval
كل هذاولا سال عن السبب مع ان ممكن يكون سبب تافه اودلع بنات على قولتهم كان كل همه من اللي نزل دموعي كانت ردت فعله بس يبي ينتقم من اللي زعلني,depression,slang,semEval
ايش يبغون الاتراك مسوين انقلاب وقلق,depression,slang,semEval
يوم أسود في تاريخ #مصر احساس بالمهانة غير سبوق نواب عار هيدخلوا التاريخ من اقذر ابوابه حسبنا الله و نعم الوكيل #تيران_وصنافر_مصرية,depression,slang,semEval
#ترحيل_مهند_الفلسطيني_مطلبنا بصراحة في تساهل مع الوافدين كم من اجنبي مجرم تمت محاكمته وسجنه ثم يرحل ويسمح له بالعودة إلى بلدنا,depression,slang,semEval
كم هو مؤلم أن تسير الحياة على هذا النحو العادي بدون أمي يتخيل لي وجهها في كل مره اشعر بقسوة الحياه علي إن أشد مرارة تشعر بها هي فقدان الأم,depression,slang,semEval
#الهيبة #نادين_نسيب_نجيم #ملكة_الهيبة ايواااا راحت عليكي يا عليا بلش الفلم معك @nadinenjeim  اسا بدن يحطوها تحت الامر الواقع 😦,depression,slang,semEval
اتجنب الشخص المسبب لغضبي وابتعد لما اهدأ بس إذا لاصق فيني يتحمل غضبي ولايحاسبني بعدين  #شتسوي_وقت_العصبيه,depression,slang,semEval
@Afnanaldkheel مو كل بنت تقدر ترفع دعوى ، فيه بنات يكونون تحت ضغط وترهيب فضيع. ماتقدر تتصرف أي تصرف والا يعنفونها. الموضوع يقهر.,depression,slang,semEval
يلي مفكر حالو فهمان وعامل فيها #أمني_لفصيله\nونازل #ترعيب و #ترهيب و #طحش و #مداهمات\nبحب قلك انك على #نهج_الشبيحة\n\nالقرون أشرف إلك.. 😊,depression,slang,semEval
كمان 3 دقايق و هشتم المدير بابشع الالفاظ 😡,depression,slang,semEval
#مناره_الحدباء هذا العمل يدل ان لا ثورة عشائر كانت ولاشي وهذا التهديم وصمت عار بجبين من ادخل داعش وصفق له يذكره التاريخ للحشر والله #جبناء,depression,slang,semEval
@fm94a تتذمر شنو انت حقو تتجلد 35 جلدة في نص السوق العربي الساعة 2:30 ظهراً,depression,slang,semEval
ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟,depression,slang,semEval
التعدد ما هو إلا خيانة للزوجة بإسم الدين و بدون أي تأنيب ضمير و أي رجل يلقب زوجته بالبرميل فلا يستحق اهتمام أي امرأة,depression,slang,semEval
اف اف شو صاير بالخليج 😦...ليش هيك هالتوتر ...؟؟؟ والله اني ما عم اعرف شي من هالدنيا الا الكتب و الامتحانات 😑,depression,slang,semEval
وعليك السلام وصدقت فيما قلت ولكن هذا الشخص سخر حسابة لشتم والسب في كل من ينتمي لنادي #الهلال وهذا سبب ردي عليه,depression,slang,semEval
قبيله حرب والله ان غضبي عليهم غضب الله على بليس,depression,slang,semEval
هاذا مو انتقام وبس انتي قضيتي علي,depression,slang,semEval
يستفزوني الأشخاص اللي بتويتر ماخذين وضعية احنا الوحيدين اللي محد يعجبنا وهم بالواقع خاتمين المجتمع، يعني ما فهمت ليش إثارة الشفقة هذي؟,depression,slang,semEval
@NadeenOdeh2 😂😂😂😂 منبسطة ع شو يا عالم يا ناس ايش صايرلكم لا دين صح ولا حياه صح استغفرالله بس الله يجيرنا من الآخرة,depression,slang,semEval
كل ماجيت اعتني في نفسي الموجوعه سببت في صدري #الاحزان صوت وزحمه جعل ماجاني على دنيا الشقا من لوعه تحتسب في الاخره تخفيف ذنب ورحمه,depression,slang,semEval
ايه رايكم فى الحيوانات اللي غضبوا على هزيمة مصر من تونس وما تحرك لهم جفن على بيع الجزيرتين والخيانات اللي بتم فى العلن والخفاء,depression,slang,semEval
صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني,depression,slang,semEval
غاضب لدرجه افجر رحمك,depression,slang,semEval
أرغب بالهروب بعيدا أرغب بأن أعيش تحت ضوء القمر لا شمس ولا أصوات ضجر أرغب بالإبتعاد عن ذاتي وعن تفكيري المستمر إلى هناك إلى اللامفر,depression,slang,semEval
الله يكفينا شر الغدرات,depression,slang,semEval
لم يخطر ان يوما نشكو منهم ونردد بين الانفاس لعلهم خيرهه #صديق #احباب #اصحاب #عتاب #حزن #غالي #شعوري_الحين_يقول #ضيق #رمضان #الفقد #قصيد,depression,slang,semEval
بعض الدول نكست اعلامها تضامنا مع مصر وضحايا #المنيا وبعضهم اعلن الحداد ، الا يوجد في #مصر من يتضامن مع مصر ويقول لفضائياتها : عيب ?!,depression,slang,semEval
يقولون ابحث عن فضولي الحقيقة ابحث عن مجنس في اي مشكلة #شجار_الرفاع,depression,slang,semEval
#غرابييب_سود\nلم أتابعه لكن أرى الكثير ناقمين عليه .. ودي أتابعه على شان أنقده .. عمومًا أنا لا أثق في mbc.,depression,slang,semEval
بينما نحن مطحونين في حر القاهره ونيلها وزحمتها غيرنا بيلهو ع البحر وبيصنع المجد وبيشمم فخاده هوا,depression,slang,semEval
صارلي شي مية سنة مشلوحه بهالدكان ، ضجرت مني الحيطان و مستحيه تقول\n*القعدة في الاوضة بين الكتب و الملازم*,depression,slang,semEval
يعنى عمارة الأزاريطة دى مصيبة و كارثة و ناس دلوقتى قاعدة فى الشارع متشردة، مش مجال للسف نهائى و الله بقينا شعب جبلات فشخ,depression,slang,semEval
يتم صرف المليارات ع كره فارغةتركل بالرجل ويثورون غضبا لها ولايهمهم من نام في بلادهم جائع ويتفاخرون بقهر النساء انه الموقع الجغرافي الملعون,depression,slang,semEval
الناس مبقاش في قلبها رحمه ولا انسانية يعني ايه واحد يخبط واحد علي البحر يروح مكمل عليه و ماشي وسايبه هو ده انسان ؟! بجد ربنا ينتقم منه,depression,slang,semEval
كما يتسبب استخدام دبة الصوت او الهيدرز في إزعاج الآخرين في الطريق العام أو الأحياء السكنية أو دور العبادة وغيرها #الداخلية_قطر,depression,slang,semEval
لما أتكلم مع حد في خططى و احلامى و طموحاتى و الاقيه مش فاهم خطوره الموقف و مش بيتكلم بجديه \nبشيل منه العمر كله 😅,depression,slang,semEval
ولقد وضعت اصبعك على جرح نازف للامة يجعلها بما تملك من قدرات اسيرة ملك او امير هرم لا يجيد الا الرقص بالسيف المرتجف بيده,depression,slang,semEval
ابحث عن جميع مشكله بالوطن العربي من تأسيس حزبهم العفن لازم اهم فالمشكله الاخوان المفلسين مايخلون طبع كورد اوغلو,depression,slang,semEval
ميفيد الحكومة جبانة واحد يخاف من الثاني الكل مكشوفين أمام الآخرين بالفساد أخلاقي والاجتماعي,depression,slang,semEval
مش عارف ازاي بتستحملو تقفوا مع بعض وتتصورو وتاكلو وتروحو وتيجو وانتو كل واحد فيكم شايل للتاني ضغينة وخبث وحوارات وحاجة قرف نضفوها من جوا 💀 🚬,depression,slang,semEval
"حزين ولست حزين على حزني إنني أفخر بهذا الحزن الذي يملئ صدري أفخر لأنه الهدية الآخيرة التي بقيت لي بعد الراحلين """,depression,slang,semEval
انت مين انت يا رامز علشان تهزر مع شاروخان وتهزءوا بالشكل دا 😏😏😏😏😡😡,depression,slang,semEval
محاولة السعودية والإمارات ترهيب شعوبهم بالسجن هي محاولة للجم الاراء الحرة المعارضة لحصار قطر ودليل على ان هذه الشريحة هي الأغلب /3,depression,slang,semEval
مافي مشكله بالخلق الي قرفها واضح بدون مايستشرفون البلاء في راعين الشرف وهم اقرف خلق الله,depression,slang,semEval
وبعدين معاك  مطلع ميتنى ليه #القلب\nاشتكى من قله الهشتكه,depression,slang,semEval
هو مب اني متضايقه لا بس شبه عتاب,depression,slang,semEval
اما بالنسبه للناس اللي وجعوني و حرقوا قلبى ف انا مش مسامحة حد و يارب ما تشوفوا راحة دنيا ولا اخره ان شاء الله عدلا و ليس حقدا :'),depression,slang,semEval
شنو ذنبي ككويتيه او عربيه انشتم عشان في وحده نفس جنسيتي او عرقي عذبت خادمتها وانتهكت انسانيتها #شتم بالجمله,depression,slang,semEval
أول ساعة بعد ماأصحى عبارة عن صمت عشان مو كويس اتكلم وانا ماشبعت نوم 🙃 #جوع_نوم,depression,slang,semEval
ترا انا انسان زيكم تعالوا سولفوا معي احس بالوحدة:(,depression,slang,semEval
بمناسبة الموضوع ده انا سامحت كتير وشعورى بالتسامح اعلى بكتير من شعورى بالانتقام بس فيه شخصيتين فحياتى بكرهم لدرجة مش عاوز اسامحهم اصلا \n#prt,depression,slang,semEval
#سيلفي  دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه  عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم,depression,slang,semEval
معنى #الألم. \n\nرمضان قرب وفقيد قلبك مو معاك قمة الألم والتعب💔,depression,slang,semEval
وأحيانا الدنيا بتحاسبنا علي أشياء مالنا ذنب فيها وبنلاقي نفسنا بندفع تمنها بدون وجه حق,depression,slang,semEval
@NegmaEbrahim هو مش بياكل وبيشرب خلاص الناس التاني تولع بجاز وسخ مش عارف اخرتها ايه معاه ربنا ينتقم منه,depression,slang,semEval
على كثر الي بيننا صار على كثر الجفا والزعل وعلى كثر الحنين تدري اني من غبت ما حل مكانك حد مكانك خالي لين يومك #rmr,depression,slang,semEval
"حزين ربما وربما وحيد هكذا دائما"" أحفر في ظلام الليل علني أجد من يشبهني يعرف لون حزني ووحدتي يتعلق بي ويحبني يأتي إلي ويأخذني هكذا بلا سبب",depression,slang,semEval
الواحد حواليه كميه negative energy تكفيه قروون لقداام والله ..الدنيا كلها بقيت بؤس وكآبه ..متعرفش ده غضب من ربنا ولا ايه 😔💔,depression,slang,semEval
السلام عليكم فجأة وبدون سابق إنذار ظهرت لي مديونية ( بيجر ) بقيمة 700 قبل 20 سنة المشكلة سويت اعتراض ولم أجد رد حتى الآن,depression,slang,semEval
قالت له :انا سريعة الغضب فأجابها ساحتضنك حين تغضبين فقالت :اذا سأبقى غاضبة لكي ابقى في حضنك ^ ناس فاضيه والله العظيم وش عشاكم الليله,depression,slang,semEval
#إغضب😡 فإن الله لا يرضى الهوان لأمة كانت ورب الناس خير العالمين 😠\n#لأجل_الأقصى..\n#البوابات_لا\n#سواعد_فلسطين \n#فريق_نبض_الوطن,depression,slang,semEval
محتاج افضفض لاحد اذا ممكن يجي بيبي \n57E2BE4D\n😢\n\n#طفش #طفشانة #ملل #فضفضة #بيبي #كيك #بوب_كورن #حب #فراق #صوت #كتابه,depression,slang,semEval
احتاج افرغ غضبي على احد بس محد له ذنب فلذلك اتطرق للانعزال,depression,slang,semEval
#لم أعد أحتمل المفاجئات والانكسارات والحرمان والفقد ف رفقا بي ياازمن #مرارة #رماد_العمر #جنون_قلم_للدعم,depression,slang,semEval
هذا المساء :\nأحتاجك لذا فا الكلمات وان احتشدت على السطر لن تفي وصفا .!\n#تنهيدة_حرف #غصة_إفتقاد #تناهيد,depression,slang,semEval
فيني حنين وشوق تجاوزت أنا حدي :(,depression,slang,semEval
#مدير_شرطه_يدهس_شاب_عمد\nلكل من يستهتر ب حياه الناس لزم يتعاقب. 😤,depression,slang,semEval
#لغة_التعاطف ؛ بعد كل قناع يسقط وبعد كل عمل حقير يحاك ضد #المملكة ينكشف عدد من الخنازير والكلاب الظاله وتظهر نواياهم وأمانيهم قبحهم الله,depression,slang,semEval
صمتك اليوم عار قولها ولا تخف من بطش استبداد غشوم ولا تتخلي عن أرض بلادك تحت وهم مصلحة زائفة تيران وصنافير مصرية,depression,slang,semEval
#ترمب_قطر_تمول_الإرهاب خوفنا على مجلس التعاون لايعني ان نسكت على خيانة ولو اعلنت عداوتها صريحه افضل من حياكة المؤامرات والدسائس,depression,slang,semEval
انا حانق عليهم في موضوع ريد ديد يعني نخرف التاريخ عشان خاطرهم,depression,slang,semEval
الشعب القطري مصدوم مهموم مغموم حالته يرثى لها الشعب السعودي من قو الصدمه قام يطقطق و ينكت تراه مو وقته والله 😕 👌 🏻 😒 #قطع_العلاقات_مع_قطر,depression,slang,semEval
اقدر اجزم ان ثلاث ارباعكم ما جرب شعور الكآبة والاغلبية آخذينها من باب الكشخه قرف يع,depression,slang,semEval
يوم يأخذ الموت شخص عزيز على قلبك وتشتاق له وصوتك ماينسمع ودموعك ماتوصله لاتقدر تراقبه من بعيد ولا حتى تتطمن في ذي اللحظه بتعرف شمعنى الفقد,depression,slang,semEval
انت مش بس بائس و وحيد وكاره حياتك لأ انت عليك امتحانات فاينل ولازم تدرس,depression,slang,semEval
بعد الفجر اللي الظالم وصله فأنا كشخص سلبي مكتئب شايفة ان مفيش فايدة وربنا كبير بقى,depression,slang,semEval
"قد تصيبك الكآبة والحزن لأن من تحبه مصاب بها ""))",depression,slang,semEval
#عزله كل م ضقت احب اجلس وحيد لا حبيب ولا رفيق ولا خوي ✨,depression,slang,semEval
جواايا دمعه وفيها صووت احساس غريب بيقولي مووت,depression,slang,semEval
"أحيان تكون مُجبر أن تدير ظهرك للبعض مو تكبر وإنما خشية التعارك مع صغار العقول، قيل في المثل: ""علاج الجاهل التجاهل""",depression,slang,semEval
اخ يالقهر لو كان اجنبي كان ضفه وزير الصحه علشان الدعايه والتبهرج ياويلهم من الله وهذا كا احد درى عنه وين الفلوب #سعودي_يناشدكم_بعد_احتراقه,depression,slang,semEval
والله ماأثارت الإ غضب وسواد وجيه من غضبوا,depression,slang,semEval
@anas_khaldi عفكرة همه اجو عالأردن قبل هيك .. و الهدف من الحفلة انهم يغنوا مش جايين بقنعوا بالناس,depression,slang,semEval
"أقسى شعور يخذلك شعور ""الاحتياج"" 💔",depression,slang,semEval
لذلك كنت غاضب جدا من 25 يناير ومن كل من تسبب في فشلها لأني كنت عارف انها فرصتي الاخيرة للتخلص من غضبي وكرهي لمصر,depression,slang,semEval
بس انت بتعرف بعدين لما بترجع تفكر و بتحس بالندم و تأنيب الضمير بس بيكون الوقت ده فات,depression,slang,semEval
#بوب_كورن\nابي بنت تذلني وتكسر عيني وتدعس علي وتخليني كلب مهان عند رجولها 😭❤️😩,depression,slang,semEval
عندك همج زايد ودحلان ماعندهم مباديء جيرة وحسن ظن الله يناقم منهم عاجلا غير آجل,depression,slang,semEval
ليس لنا في هذا الوطن إلا الحزن والحداد,depression,slang,semEval
للأسف أصبح الطلاق في مجتمعنامن أسهل الأمورفلايهمه مصلحة الأسرة ومصلحة الأطفال بقدرمايكون همه حرق قلب امرأة شاركته عمرها #قسوة,depression,slang,semEval
دا عكس تصريحات المسئولين عندكم هات لينك للي بتقوله و انا هنشره انا اتمنى ان يكون تجاهلهم للدقيقه الحداد خطأ عير مفهوم,depression,slang,semEval
@jannat_hoda هههه والمشكل لي عندو ؛! مظاهرات واحتجاجات واعتقالات بالجملة في غليان من شهر,depression,slang,semEval
@q834k بهالرطوبه اخم واغسل ؟؟!!!!!!!!!  انفولو 😤,depression,slang,semEval
تم تقديم #شكوى لدى #وزارة_النقل وتم إغلاق الشكوى دون تغيير في الموقع #جلاجل #سدير #المجمعة #جوي,depression,slang,semEval
يارب خذني بعيداً عن كسرة الخاطر عن التعب عن هموم عابره وعن كل شي يخطف فرحتي..,depression,slang,semEval
جاء العيد متوشحا بذاك العلم ليقول لهم : ها هو جاءكم شهيدا قلا عيد للايتام #قسوة,depression,slang,semEval
طبيعي اسعار خياليه والدوله وضعت اسعار العقار تحت المجهر لان عدم تملك المواطن سكن في وطنه لايقل خطوره عن المخدرات,depression,slang,semEval
هاذي الايام متنرفزة🔥 ودي اشوف اللي اكرهه واطقه واطقه واطقه واعضه واقطع شعره وامشخه واشوهه اخخ بس ليته.!🔥🙂💔,depression,slang,semEval
ااه 😂 😂 مش عارفه فرحانين كده واول ما يصوموا يقرفونا نرفزة وعياط,depression,slang,semEval
تحب الصراحة ستذهب متعة الكرة والتشويق والجدالات ونقاشات مابعد اللقاء هدف أو لا تسلل أو لا ستصبح كالألة مع لعب ألي,depression,slang,semEval
بعد سنين وعمر طويل هكذا تصبح خائن حقير جاهل وانت تصف معنا أيها الخائن اي خبث وأي دناءة وأي نجاسة وأي قذارة هذه,depression,slang,semEval
طبقا للبرلمان الجديد \nانا بدور علي اسم لنفسي \nمعيش فلوس ادفع الغرامة 🤣🤣🤣ا\nطول عمري اقول \nانا مش انا يا دكتور 😠😠😠😠,depression,slang,semEval
@Mobily @3bouabid ياخي ردوا علينا عطونا وجه تعالوا خاص اي شيء بس ردوا  😠,depression,slang,semEval
مابتعملش خالص 😓 أنا غبيه ومتخلفه 😷 واستاهل إلى يجرالي 😡😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,depression,slang,semEval
تقارير #شبيغل #الالمانية عن #الموصل موجعة حد الحقد الذي يفوق كل وصف!,depression,slang,semEval
الاعلام المصري كذب نفاق تضليل نشر الخوف والهلع والجبن,depression,slang,semEval
اشفق على من يتمنى الموت ل نفسه من اجل موقف تافه اثار غضبه انصتوا ل هدوء { المقابر } لا اعتقد بأنكم جاهزون لها,depression,slang,semEval
ليس هناك قسوة في الحياة أكثر من أن تجتمع الغربة والوحدة معا #الغربة #كربة 😒 😔,depression,slang,semEval
للأسف العكس صحيح مع احترامي لكن لو في تربية صح من البداية وبضمير مش حيحصل كل ده هو إهمال مع توقع إنه الطفل يبقى متربي من نفسه,depression,slang,semEval
أحلى شعور تسوين فيه اسلوب نرفزة طلعي اللي بداخلك بنفرزة ويختفي الشعور الماكس اللي بداخلك,depression,slang,semEval
كل سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب 😍 ❤️ 🎈 🎈,normal,slang,semEval
البسطاء يمتلكون أرواح نادره جداتجدهم بمظهر متواضع لكنهم بمحتوى باهض وراقي ينعمون بهدوء النفس لأنهم يمتلكون كنزالقناعة #سنام_المجد_للدعم,normal,slang,semEval
وانتي واسرتك الكريمة بخير و سرور اختي المحترمة 💜 🌹,normal,slang,semEval
اعلان 500500 مبهج جداا بس ليه لميس,normal,slang,semEval
الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب,normal,slang,semEval
@nowaaaash ليش وسواس تعوذي من الشيطان واكثري من الاستغفار حتى انا يجيني بس لاني انشغلت في علوم القران والدراسه سبحان الله اختفى تماما,normal,slang,semEval
لحظة #صبر في لحظة #غضب تمنع ألف لحظة #ندم,normal,slang,semEval
يشبه شي كنت استخدمه، المهم انبسطي وقضي اوقات ممتعة، انا انبسطت معاك في سناباتك، شكرًا💙,normal,slang,semEval
23_ بحب ضحكتك جدا والله وانتي عسل ودمك خفيف جدا مبسوط اني عرفتك وبعزك جدا والله يعني وبرضه محدش هيكتبلك رسايل علي صراحه دادادا 😂 ❤️❤️❤️❤️,normal,slang,semEval
@alkuwaite_7 ابي مساعده  الي يكدر يساعدني  ربي يجعلها بميزان حسناتكم  اقسم بالله  محتاجه مساعده,normal,slang,semEval
بيض الله وجهك والله ماقصرت وواصل الى الامام ماعليك من الاعلام المعادي اتمنى ابعاد كل لاعب يتمرد على النادي مشجع نصراوي30سنه,normal,slang,semEval
عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات 😍 🎈 🎁,normal,slang,semEval
#KingJiyongIsBack- ﴿ وما كان الله معذبهم وهم (يستغفرون) ﴾ #أمان 💭 💘 -,normal,slang,semEval
#بهجة_أمل 💕\n٩٩.لماتنزل درجة المادة ماقبل الأخيرة 😍😍😍😍😍ياربي ايش اسوي أطير يعني ولا أنقز والله ايش بالضبط صارقلبي بستان شكرايارب لأنك معايا😍💕,normal,slang,semEval
شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,normal,slang,semEval
عنجد انت شخص كلمة حب قليلة عليك وكلمة طيب كمان قليلة انت مو بس #فرحة_رمضان انت فرحة كل العالم 😍 ❤ #تركا_علينا,normal,slang,semEval
اليوم راح نبلش بالمشروع عند اشارة القرين ❤️😍\nالتوزيع راح يكون وجبة افطار صائم وهيا عباره عن : تمر ،  لبنه ، ماي ، لبن . \n#ابتسم_تكفى,normal,slang,semEval
يا باغي الخير أقبل #فرحهم_ب_كسوة_العيد كن سببا لإبتسامة يتيم أو محتاج,normal,slang,semEval
✨ تقبل الله منا ومنكم ✨ وعيدكم بهجة لا تغادركم أبدا,normal,slang,semEval
#طروب #فنانة_من_لبنان صوت ايجابي وبيحض على الفرح وكذا (ما بعرف شو ذكرني فيا على كل حال صباحو يا جماعة) 🤗,normal,slang,semEval
والله بروج انتي من يوم ما اشوفك ابتسم لا شعوريا وجهك يجيب الانشكاح والتفاؤل ماشاءالله 😍 😂 💗,normal,slang,semEval
اللهم اني اعوذ بك من الهم و الحزن واعوذ بك من العجز و الكسل واعوذ بك من الجبن و البخل واعوذ بك من غلبة الدين وقهر الرجال,normal,slang,semEval
عيدكم مبارك وسعيد نبتهج بالعيد وإن كان في القلب حبيب بعيد او واقع ألمه يزيد فلن يسرق منا سعادة العيد السعيد — feeling festive,normal,slang,semEval
إيه لا لا لا...😉😉 الفرح حيبوظ على وحدة ماتت ولا إيه😂😂🙊🙉🙈🙈😂😂 #أكرم_حسني ❤ #الحب #خفة_دم   🙈🙉💚💚😂\n#ريح_المدام,normal,slang,semEval
@3hod04 اليسا فناناتي المفضلة من البوم بدي دوب 😘 و ائل كفوري . . . و كاظم الساهر لانو يغني لنزار قباني و الباقي مود اجنبي 👻,normal,slang,semEval
"#Birthday_HEM تونايت: يلي "" وجهك يعلمني معنى الفرح يحسسني إن الحياة بكبرها ضحكة ثغر""",normal,slang,semEval
أول مرة يقعد مع خطيبته ؟\nمن الارتباك سألها :\n\nاخوك الكبير احمد شنو اسمه ؟\nقالت : أي واحد فيهم !😂\n\nواضح فيه توافق فكري الله يوفقهم😂,normal,slang,semEval
#بهجة_أمل \n٨٩.*أمل لما أتكلم معاك أحس براحة نفسية و ما نفسي أوقف *\n*أمل انت قاعدة توريني الحياة من جهة ثانية و تفتح لي آفاق *💕💛🍭,normal,slang,semEval
#ربي أدخل #شهر_رمضان #علينا وأنت #راضي عنا و إجعلة شهر #تتبدل فية #ذنوبنا إلى #حسنات #وهمومنا إلى #أفراح #وأحﻻمنا إلى #واقع,normal,slang,semEval
السلام عليكم صباح الخير سعادة الدكتور عبداللة اشكركم على جهودكم لتوعيتنا واهتمامكم فينا كابناكم #فرحتي_بنجاحي,normal,slang,semEval
تتوقعون وش بيصير الاحد 😎😂 داىم يبهرنا سرور بااشياءه فااباذن الله شي جميل #سنابات_سرور_الروقي,normal,slang,semEval
ثلاث نقاط مهمة بالنسبة لأي شخص .. \n-طلع يلي في قلبك مع شريك حياتك \n-استمتع بحنان أهلك\n-إصنع الإبتسامة لأصدقائك☺\n#أنس 💙,normal,slang,semEval
مفيش حاجه مبهجه انهارده غير اعلان  cristiano ronaldo ❤\nI love you bgd 😂😍❤,normal,slang,semEval
وأعشقُ الصبحَ اذا تسري نسائمهُ\nتعيدُ في كل روحٍ .. بسمة الأملِ\n.\nلنآ مع الصبحُ .. أمالٌ نرجيهآ\nونسألُ اللهِ فيهِ صالحَ العملِ\n.\nصباح الخير💭💜,normal,slang,semEval
طب انا اقسم بالله بسمع اغنية راجعين جسمي بيقشعر حلاوة اول حلقه وانشكاح اول حلقه بكل مافيها من احاسيس متلخبطه 😍 😍,normal,slang,semEval
الشوق غصة وارتجافة واختناق ما لي معه حيلة ولا لي فيه حيل *,normal,slang,semEval
سعيد 🙈 😻 ربنا يسعدك دايما بالخير 🙋 ❤ وينور قلبك بالفرح والسعاده يارب دايما 💕 🍫,normal,slang,semEval
