post,label,dialect,source
انا اكتر حد مكتئب ممكن يخلي اي حد مبسوط,depression,slang,Twitter_API
@m14iv انا من يوم شفتك نازل ٦٧٩٠ كيلو عن التحضيري عرفت انك مكتئب بس خل عنك 😂😂😂,depression,slang,Twitter_API
@mohammad_adawi انا مكتئب بفوت بنكد بزيادة خفو علينا يا جماعة,depression,slang,Twitter_API
انا لا زعلان ولا مكتئب و راضي و مبسوط بال ربنا كاتبهولي انا بس مش فاهم,depression,slang,Twitter_API
اليوم أنا مكتئب و أبحث عن الهدوء,depression,slang,Twitter_API
أنا والله مكتئب ومسوي حالي طبيعي.,depression,slang,Twitter_API
لست مكُتئب أنا فقط متعب من المُجاملات، الإختلاط، الضحكات التي اطلقها بدلاً من الشتائم  مُتعب من الحوارات التي أخوضها ولا تهمني,depression,slang,Twitter_API
مصورتني و انا مكتئب هه شكلي يبكي و يحزن https://t.co/FSaQG7hwI3,depression,slang,Twitter_API
انا مروق مبسوط لان لما قمت كنت مكتئب موة,depression,slang,Twitter_API
"RT @Haya_Hatem: بحاول أعرف أنا مكتئب ليه 😿

https://t.co/ssXyPs3hLg https://t.co/eyeOmA4oed",depression,slang,Twitter_API
أنا مكتئب هالفترة بس أكتئابي طالع ع شكل ضحك زايد وفرفشة فالكل مفكرني مبسوط وانا بالحقيقة مكتئب.,depression,slang,Twitter_API
RT @BOsy60206683: - لست مكُتئب أنا فقط متعب من تلك المُجاملات، الإختلاط، الضحكات، التي اطلقها بدلاً من الصمت أنا مُتعب من الحوارات التي أخو…,depression,slang,Twitter_API
RT @F_alnaqbii_: - أنا مش مُكتئب، أنا بس طاقتي خلصت.,depression,slang,Twitter_API
أنا مش مُكتئب أنا بس طاقتي خلصت.,depression,slang,Twitter_API
أنا مكتئب بشكل ناعِم وأليف، لا وجهي مُتجهِّم ولا أصرخ كثيراً، مكتئب ووجهي مبتسم، حتى لو ساقني ضَعفي للإنتحار، سأكتُ… https://t.co/3sXuvghlz1,depression,slang,Twitter_API
مهو انا اللي غلطان ، الواحد كان مكتئب عادي قال يفتح مسلسل يتفرج عليه الحمدلله خلصت squad Game ودلوقتي انا قفلت ليفل الكأبه تمام كده,depression,slang,Twitter_API
انا لما اسمع حد يقول عن يوم السبت كئيب صج تجيني كئابه ولا طول اليوم مرتاح https://t.co/QtF6HQAf9S,depression,slang,Twitter_API
تغيب والدينا معاك تغيب تقطع خيوط الشمس عني ويصبح العالم كئيب واصبحت انا لوحدي على ارضك غريب 💔,depression,slang,Twitter_API
@saramohamed3302 أنا مش عارفة جابوا الكآبة منين ده مفيش غير الست أصالة ولا اليسا تقريبا اللي كانت بتبقى زعلانة علشا… https://t.co/yIbEGvyCW1,depression,slang,Twitter_API
"تغيب والدنيا  معاك تغيب 

تقطع خيوط الشمس عني 

ويصبح العالم ... كئيب 

واصبح انا  ... لوحدي 

على ارضك  ... غريب… https://t.co/TLCrMC9XbP",depression,slang,Twitter_API
"كنت رايح على دكان بآخر ضيعتنا
بالطريق مجبور امشي بين البيوت
بيوت قديمة شبابيكها قريبة من الأرض يعني انت وماشي بتشوف… https://t.co/EVMgnfUlp7",depression,slang,Twitter_API
"""بهزر مع الناس كلها وببقى كئيب معاك عشان أنا بضحك على الناس كلها وبقولك أنت الحقيقة.""",depression,slang,Twitter_API
@ltoove1453 انا م ادرس وبرضو السبت كئيب,depression,slang,Twitter_API
RT @maha22929172: - انا مش كئيب بس هلكان نفسياً ..,depression,slang,Twitter_API
- انا مش كئيب بس هلكان نفسياً ..,depression,slang,Twitter_API
"RT @omarabosraj1: @MediaAljohr تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب",depression,slang,Twitter_API
"أنا مش بعيد أنا مِفارِق
أنا مش كئيب أنا غارِق",depression,slang,Twitter_API
انا جواتي شخص كئيب ومطفي وشخص دمه خفيف وبمزح، وشخص فاقد شغفه وشخص بيحب الحياة، شخص بيحب يتكلم وساكت، انا جواتي تناق… https://t.co/tLIoOGTZfB,depression,slang,Twitter_API
"وبعدين حسابـي لو كئيب بلاش متابعه او لو انا اللي عامله متابعه بلاش ترد 🤷🏻‍♀️
و الأخر مره بقول الخاص ممنوع
وإلا وربن… https://t.co/2zbqd9t7Qk",depression,slang,Twitter_API
RT @alimannai6: انا مش كئَيب بس هلكان نفسياً.,depression,slang,Twitter_API
انا مدري ليش الناس كارهين يوم السبت وعندهم انه يوم كئيب بالنسبة لي يوم جميل جداً ورايق👏🏻♥️,depression,slang,Twitter_API
أنا هُنا وحيّيد والعالم منُذ أن ذهبّت كئيب!,depression,slang,Twitter_API
"@Benchmark_ksa @abadialjohar1 تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و اصبحت انا لوحدي… https://t.co/l351fseN2q",depression,slang,Twitter_API
@5rdp_ صارت لي مواقف كثيره ومره عاد انقفل حسابي الخميس ورجع السبت وانا ماكنت مسويه اي شي لا تبندته ولا سويت شي وشسم… https://t.co/hbTCB6pTXb,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على ارضك غريب🎶💔..",depression,slang,Twitter_API
RT @bke_kuw: تغيب والدنيا معاك تغيب ..تقطع خيوط الشمس عني..ويصبح العالم كئيب.. وأصبحت انا لوحـدي..💔 https://t.co/sougU7FZSV,depression,slang,Twitter_API
"RT @o__o110: آآهـ ياعبادي تبكي وتبكينا معاك 😢
تغيب والدنيا معاك تغيب تقطع خيوط الشمس عني و يصبح العالم كئيب و اصبحت انا لوحدي 💔 https://t.c…",depression,slang,Twitter_API
أنا بداخلي شخص كئيب منطفىء وشخص دمه خفيف وبس يضحك وشخص فاقد شغفه وشخص يحب الحياة وشخص يحب يتكلم وشخص ساكت أنا فيني… https://t.co/NespJ4IzwN,depression,slang,Twitter_API
@RadMof اوف اوف عاد انا مااخلي السبت كئيب ✅😂,depression,slang,Twitter_API
أنا مُش كئيب بس عايش فتره محدش فيها عارف يفهمني من جوايا ، وحتى انا مُش فاهمني .,depression,slang,Twitter_API
تغيب والدنيا معاك تغيب ..تقطع خيوط الشمس عني..ويصبح العالم كئيب.. وأصبحت انا لوحـدي..💔 https://t.co/sougU7FZSV,depression,slang,Twitter_API
"آآهـ ياعبادي تبكي وتبكينا معاك 😢
تغيب والدنيا معاك تغيب تقطع خيوط الشمس عني و يصبح العالم كئيب و اصبحت انا لوحدي 💔 https://t.co/rIspu8S6tB",depression,slang,Twitter_API
انا مش كئيب بس محدش قدر يفهمني بالطريقة اللي كنت بدي ياها.../!)🥀,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب
ما تكتفي من غربتي
ما… https://t.co/jERoVUV1pP",depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و اصبحت انا لوحدي 
على ارضك غريب 
ما تكتفي من غرب… https://t.co/e365jmvZb7",depression,slang,Twitter_API
يوم السبت اكثر يوم كئيب أنا كمان ما احب ولا يوم بالاسبوع ولا بالحياة,depression,slang,Twitter_API
RT @1shafik_: - انا مش كئيب بس هلكان نفسياً ..,depression,slang,Twitter_API
RT @didaelhosiny: أنا مبخرجش ومبسهرش بس مش موافقة اننا نتحول لبلد كئيب من مزايا مصر إنها بلد سياحي والقاهرة خصوصا اتغنلها القاهرة الساحرة ا…,depression,slang,Twitter_API
RT @Sa3idmohsen: مش كئيب بس انا عايش فترة محدش فيها عارف يفهمنى من جوايا ابداً..,depression,slang,Twitter_API
انا مش كئيب والله. بس طاقتي خلصت,depression,slang,Twitter_API
مش كئيب بس انا عايش فترة محدش فيها عارف يفهمنى من جوايا ابداً..,depression,slang,Twitter_API
يا الله طول وقتي مابكيت ع وضعي بس بكيت لما الزق صايح ع امي واختي حسابها كئيب احس مقدر اوقف بكي بس انا ليه كذا,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب
ما تكتفي من غربتي
ما… https://t.co/8ZVWIQHkBw",depression,slang,Twitter_API
@shaimamk11 انا بعد الجرعة الثانيه ما مر علي ولا يوم كئيب كل يوم يمر علي احسن من الي بعده والنفسيه فل . اللقاح فيه شي😍😂😂,depression,slang,Twitter_API
"@Ny1414 ""تغيب والدنيا معاك تغيب تقطع خيوط الشمس عني ويصبح العالم كئيب ..واصبحت انا لوحدي على ارضك غريب .""",depression,slang,Twitter_API
"تغيب والدنيا معاك تغيب 
تقطع خيوط الشمس عنّي 
ويصبح العالم كئيب.. 

و أصبحت انا لوحدي على أرضك غريب.. 
ما تكتفي من… https://t.co/W4mZXwAs5A",depression,slang,Twitter_API
انا انسان كئيب طول يومي بس قبل النوم يزيد حبتين ويقلقني نبضات قلب متسارعه وعقل يركض ونفَس ينقطع كل ثانية,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و اصبحت انا لوحدي على 
ارضك غريب 
ما تكتفي من غرب… https://t.co/aYQDqbOSQH",depression,slang,Twitter_API
أنا مبخرجش ومبسهرش بس مش موافقة اننا نتحول لبلد كئيب من مزايا مصر إنها بلد سياحي والقاهرة خصوصا اتغنلها القاهرة الس… https://t.co/aEQ1lPuZ3l,depression,slang,Twitter_API
أنا مش كئيب بس هلكان نفسياا...,depression,slang,Twitter_API
لست كئيب انا قمر منطفئ ليس إلا,depression,slang,Twitter_API
RT @85v85: أنا مش كئيب ولا نكدي ولا منعزل كل الحكاية إني بقيت واقعي مبقاش فارق معايا أي حاجة ومش معنى كده إني بارد ومبحسش بس كل موقف اتعرضت…,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب.. 
#نساي 
#عبادي",depression,slang,Twitter_API
أنا مدري هو نيتش كئيب ولا يعتمد على مشاعر اللي يسمعه؟! 🤔,depression,slang,Twitter_API
@GodSaveChiesa ليه الكامب نو صاير كئيب مره ! ولا انا ملاحظ بس ولا عشان ادائنا الزفت,depression,slang,Twitter_API
تقريبا انا الوحيده ال مبحبش الشتا وبعتبره فصل كئيب ومليان بالعياط والذكريات و الكئابه 🙂 https://t.co/xIPEDnYizh,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب",depression,slang,Twitter_API
"تغيب والدنيا معاك تغيب تقطع خيوط
الشمس عني .. ويصبح العالم كئيب
واصبحت انا لوحدي على ارضك غريب",depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و اصبحت انا لوحدي على 
ارضك غريب 🎻.",depression,slang,Twitter_API
@Han19907 انا لا كئيب ولا حاجة 😂 https://t.co/1BJYjvTh1z,depression,slang,Twitter_API
"تغيب والدنيا معاك تغيب 
تقطع خيوط الشمس عني 
ويصبح العالم كئيب 
واصبحت انا لوحدي على ارضك غريب 
ما تكتفي من غربتي… https://t.co/mBvfEWRfx9",depression,slang,Twitter_API
انا ديما شايفه الشتا كئيب، بس للأسف الجو الكئيب ده بيسعدني اوي,depression,slang,Twitter_API
الاك كان مقفول بقاله تقريبا اسبوع ومكنتش بفتح والله رغم أنه كان واحشني بس كنت مرتاحه معرفش ليه لما بفتح تويتر بحسني… https://t.co/8z4FWYZ0Dy,depression,slang,Twitter_API
@baselelshimy17 هو لو ينفع الصيف يبقي بمطر يبقي فل ع كدة لكن انا بعاني شهور الشتا دي وبفضل متلجة ليل نهار مفيش حاجة… https://t.co/GXzu0Yc1uO,depression,slang,Twitter_API
أنا مش كئيب أنا بس هلكان نفسيا 🧸,depression,slang,Twitter_API
"RT @Otb1K: تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني 
و يصبح العالم كئيب
و أصبحت أنا لوحدي على أرضك غريب 💔",depression,slang,Twitter_API
@life_l2 انا ما اشوف الا حاجه وحده ان فيه شخص مرح و ممتع لنفسه و شخص كئيب وكريه لنفسه وشخص جميل و الحب تكمن في نفسه… https://t.co/4xu5AggigA,depression,slang,Twitter_API
"نسـاي #عبادي_الجوهر_في_جدة #عبادي_الجوهر 

تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و أصبح… https://t.co/ZQ02BTNbSz",depression,slang,Twitter_API
@JIMlM13 انا غير انه وقت كئيب قبل سنتين,depression,slang,Twitter_API
"@MediaAljohr تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب",depression,slang,Twitter_API
"فاقدك والكون بغيابك كئيب
لا أحدٍ قبلك ولا بعدك أحد 

عفت خلق الله من بعيد وقريب
وأعتزلت الناس من بعدك للأبد

كل واح… https://t.co/f9R38HM5Wg",depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني 
و يصبح العالم كئيب
و أصبحت أنا لوحدي على أرضك غريب 💔 https://t.co/GihW10uTi0",depression,slang,Twitter_API
"فاقدك والكون بغيابك كئيب
لا أحد قبلك ولا بعدك أحد

عفت خلق الله من بعيد وقريب
وأعتزلت الناس بعدك للأبد

كل واحد صار… https://t.co/I6CgpzPaHH",depression,slang,Twitter_API
@iN_RM11 والله ماعجبتني اللعب فيها ثقيل وشكلها كئيب انا عطوني ال١٠ ساعات ولاكملتها من خياسها,depression,slang,Twitter_API
انا مش كئيب انا هلكان نفسيا,depression,slang,Twitter_API
أنا مش بعيد أنا مِفارِق ، أنا مش كئيب أنا غارِق.,depression,slang,Twitter_API
أنا لستُ كئيب، أنا فاقد للشعور,depression,slang,Twitter_API
@Waheed_Elbakary اولا كده الشخص ده ملوش دعوه باللي انت بتمر بيه عشان هو مش مكانك انا الناس الي من النوعيه دي بتنرفز… https://t.co/qTosdr7AHi,depression,slang,Twitter_API
"RT @hoosham_85: @Jojomagdy14 😂😂😂انا بموت فالشتا 
بحب محمد محسن وهو كئيب انا بضحك😂",depression,slang,Twitter_API
"@Jojomagdy14 😂😂😂انا بموت فالشتا 
بحب محمد محسن وهو كئيب انا بضحك😂",depression,slang,Twitter_API
"عبادي بكى بحفلة اليوم و هو يقول..
-
تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و أصبحت أنا لوحدي
على أرضك غريب..",depression,slang,Twitter_API
انا داخلي شخص كئيب مطفي وشخص خفيف ويمزح ، شخص فاقد شغفه وشخص يحب الحياة ، شخص يحب يتكلم وشخص ساكت ، انا داخلي تناقض وصراع نفسي محد بحسه غيري,depression,slang,Twitter_API
- انا مش كئيب بس هلكان نفسياً 😊💔,depression,slang,Twitter_API
@ll9il3 انا كئيب...,depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب
تقطع خيوط الشمس عني
و يصبح هالعاآالم .. ويصبح العالم كئيب
و اصبحت انا لوحدي على
ارضك غريب !… https://t.co/WR4FSZ7dqO",depression,slang,Twitter_API
@Hayaemad51 اشمعنا انا بحسه كئيب 😔,depression,slang,Twitter_API
تغيب و الدنيا معاك تغيب تقطع خيوط الشمس عني و يصبح العالم كئيب واصبحت انا لوحدي على ارضك غريب,depression,slang,Twitter_API
تغيب والدنيا معاك تغيب تقطع خيوط الشمس عني ويصبح العالم كئيب واصبحت انا لوحدي على ارضك غريب ما تكتفي من غربتي ما تك… https://t.co/MjzPe80b9x,depression,slang,Twitter_API
تغيب و الدنيا معاك تغيب تقطع خيوط الشمس عني و يصبح العالم كئيب و اصبحت انا لوحدي على ارضك غريب ما تكتفي من غربتي ما… https://t.co/NyeUtzx6mp,depression,slang,Twitter_API
"تغيب..
والدنيا معاك تغيب
تقطع خيوط الشمس عني
ويصبح العالم كئيب
واصبحت انا لوحدي 
على ارضك غريب
ما تكتفي من غربتي
ما تكتفي من حيرتي
#نساي",depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب ؟ 
تقطع خيوط الشمس عني و يصبح العالم كئيب ! 
و أصبحت أنا لوحدي على أرضك غريب
ما تكتفي من غر… https://t.co/zALVGfEC2W",depression,slang,Twitter_API
"تغيب و الدنيا معاك تغيب 
تقطع خيوط الشمس عني 
و يصبح العالم كئيب 
و اصبحت انا لوحدي على 
ارضك غريب. 🤍",depression,slang,Twitter_API
ليس يومًا كئيب ، ولا حزين ! ، يومًا تعجبت منه الروح ، واُدهش به العقل ، يومًا لا تعلم مالذي حدث !، الاسئله تتكاثر ،… https://t.co/mLUrPv0QKp,depression,slang,Twitter_API
"RT @a7zan98: فاقدك والكون بغيابك كئيب
لا أحدٍ قبلك ولا بعدك أحد 

عفت خلق الله من بعيد وقريب
وأعتزلت الناس من بعدك للأبد

كل واحد صار بعيون…",depression,slang,Twitter_API
"فاقدك والكون بغيابك كئيب
لا أحدٍ قبلك ولا بعدك أحد 

عفت خلق الله من بعيد وقريب
وأعتزلت الناس من بعدك للأبد

كل واح… https://t.co/wmz9WTxlUb",depression,slang,Twitter_API
انا مش كئَيب بس هلكان نفسياً.,depression,slang,Twitter_API
انا مش كئيب بس هلكان نفسياً ..,depression,slang,Twitter_API
في حين ان شغفى لسه موجود الان انا كابنت عندى قيود هو عكسي تماما ف انا هيفضل عندى الشغف حتى لو وصلت ل ٥٠ سنه هو شغفه… https://t.co/aJGX5jlMFu,depression,slang,Twitter_API
تتوهمين .. لن تستطيعي البقاءَ إلى جانبي مدّة يومين. أنا رخوٌ، أزحفُ على الأرض. أنا صامتٌ طول الوقت، انطوائيٌّ، كئي… https://t.co/semXnfmNt3,depression,slang,Twitter_API
@Amerelamayreh انا مش كئيب ولا حاجه بس ماعنديش امل فى  حُسن اداره الكوره فى مصر لانها قايمه على المصلحه والامثله كت… https://t.co/uA5uYg1cJG,depression,slang,Twitter_API
RT @Ahmed90321224: أنا مش حزين ولا كئيب بس من امر المر مفيش حاجه ترضي وجهي قلبي يوجعني افكاري بتعملي صداع,depression,slang,Twitter_API
@Riima61 هو في الأخير موجه لفتيات صغار و الشوجو القديم أقرب لقصص الخرافات، لا تتوقعي مصداقية عالية قد ما تستمتعي با… https://t.co/My5CtwsmqF,depression,slang,Twitter_API
RT @Tofkism93: انا بقالي كتير متفرجتش على فيلم سينما حلو اللي هو اتبسطت وقلت ايه الحلاوة دي، عايز ترشيحات لفيلم اشوفه بليل وياريت ميبقاش كئ…,depression,slang,Twitter_API
"@b123Alge أنا رجل وحيد و كئيب ، هجرني الفرح ولازمني الترح ،

جنبات ضلوعي مكسورة وجدران قلبي مشقوقة ،

انزعج من ربطه عنقي.!",depression,slang,Twitter_API
"ناس مقسومه نصين نص الجو حلو ونص تاني   الجو كئيب
انا عادي مو فارقه عندي",depression,slang,Twitter_API
RT @_ult1: انا مش كئيب بس هلكان نفسياً ..,depression,slang,Twitter_API
"هل أنا شخص كئيب لهذا الحد ؟
أم أنها البيئة التي حولي ؟",depression,slang,Twitter_API
عشان انا حد كئيب,depression,slang,Twitter_API
@xboxerisesx @SahamGang @RSAB_14 @Xbox_Saudi @PlayStation_ME شنو استفيد من المعدات انا ابي الالعاب حصريات اشغل الاك… https://t.co/0WkId08bDg,depression,slang,Twitter_API
"RT @AsmaaSaqqr: @M7md_magdi_ كتب فرانز كافكا إلى ميلينا : 
تتوهمين، فلن تستطيعي البقاء إلى جانبي مدة يومين، أنا رخو، أزحف على الأرض. 
أنا ص…",depression,slang,Twitter_API
"""انا لستُ كئيب، انا فاقدٌ
للشعور""",depression,slang,Twitter_API
انا مش كئيب ... بس هلكان نفسيا وفكريا واي حاجة اخرها يا,depression,slang,Twitter_API
انا بقالي كتير متفرجتش على فيلم سينما حلو اللي هو اتبسطت وقلت ايه الحلاوة دي، عايز ترشيحات لفيلم اشوفه بليل وياريت… https://t.co/Jhh94Ejp4E,depression,slang,Twitter_API
انا مش كئيب ، انا مش عصبي ، انا مش نكدي ، انا بمر بوقت صعب في حياتي مبوظلي كل حاجة,depression,slang,Twitter_API
انا بستعجب الناس الي بتقول الجو كئيب في الشتا ، قال يعني الصيف بيخر سعاده من كل اتجاه ، ماكده كده الحياه تعيسه ومقر… https://t.co/aBS74nVG3z,depression,slang,Twitter_API
مُش كئيب واللهي ، بس أنا عايش فترة محدش فيها قادر يفهمني من جوايا ، وحتى أنا مُش فاهم نفسي.,depression,slang,Twitter_API
"فاقدك والكون بغيابك كئيب
لا أحد قبلك ولا بعدك أحد

عفت خلق الله من بعيد وقريب
وأعتزلت الناس بعدك للأبد

كل واحد صار… https://t.co/aO5JgmDz5E",depression,slang,Twitter_API
لقيت نفسي بكتأب اكتئاب الخريف الجميل اللي بحبه في نفس وقت نزول الجزء التانى من اكتر مسلسل حزين و كئيب شوفته في حيات… https://t.co/o7YtfhOnAm,depression,slang,Twitter_API
