post,Label,dialect,source
انا نفسيتي تحت الصفر خالص حاولت أفرح نفسي بالحاجات اللي بحبها بس مفيش فايدة,depression,slang,facebook
متلخبطة اوى ..قلبى واجعنى ..مش عغرفة انا عاوزة ايه حاسة ان الدنيا دى مش بتاعتى حاسة بانفصال عن الواقع,depression,slang,facebook
تايهه ومتلغبطة وطاقتى خلصت وقلبى موجوع ومكسور بخاطرى,depression,slang,facebook
أنا مش عارفة فيا إيه حقيقي أنا تعبت والله حاسة إني تايهة أوي وفيه زي حاجة كاتمة على قلبي لما بزعل,depression,slang,facebook
بعاني من ضيق نفس شديد وًدوخه و عندي حاله اكتئاب ونفسيتي كانت تعبانه اوي,depression,slang,facebook
هل يوجد علاج لوقف التفكير في الماضي,depression,slang,facebook
كل تصرفاتى طبيعيه والعقل سليم مشكلتي عندى تغيب ذاتى او نفسي بمعنى مش مدرك الإحساس بالواقع مش عارف انا ليه وامتى واذاى,depression,slang,facebook
انا عمال أفكر في الانتحار بسبب الوحدة الفكرة جدية ومش عارف اسيطر عليها مش عارف أتصرف ازاي,depression,slang,facebook
نا اخدت قرار بالانتحار خلاص لان فعليا مبقيتش متقبل اي حاجه في الحياه حتي اللي بحبهم مبقيتش متقبلهم,depression,slang,facebook
انا حالتي النفسية حاليا زي الزفت ويمكن بفكر ف الانتحار او الهروب دا مش مفارق بالي انا بقيت شخصيه غريبه اوي يمكن من الضغط االي حاوليا يمكن عشان حاسه ان طول الوقت لوحدي,depression,slang,facebook
بتعملوا إيه لما تعدي عليكم فترة تهز ثقتكم في نفسكم ؟! لما بتبقوا مهزوزين و مشوشين و مش عارفين تلاقوا نفسكم ؟ أنا عمري ما كنت كده بس الفترة دي متذبذبة دايماً و مضطربة و فاقدة ثقتي لنفسي لدرجة اقل و أبسط كلمة تزعجني,depression,slang,facebook
ازاي بتخرجوا من الإكتئاب وترجعوا شغفكوا,depression,slang,facebook
‏محدش هيفهم الارهاق النفسي اللي وصلتله ، محدش هيفهم انك بتتجاوز كُل يوم حاجات مش راضيه تطلع من جواك ، محدش هيفهم حزنك وتعبك واحساس انك لوحدك دايماً ، محدش هيفهم كميه الخذلان اللي اتعرضتله فـ حياتك  ، هيشوفوك بتتعامل عادي بس انت من جواك تعبان ومخنوق ولوحدك…,depression,slang,facebook
انا مش محتاج اي حاجة من الدنيا غير اني انام مصحاش تاني لو مكنش الانتحار كفر كنت نهيت حياتي في لحظة و لكن للأسف انا معنديش غير اني اكون مستني اني اموت قريب في أقرب لحظة بتمناها و تبقي جت من عند ربنا,depression,slang,facebook
هو ايه احساس الخوف الي مش سيبني ده ولقلق من اسباب يمكن مش محتاجه الخوف دايم خايف كده وستعت بحس حجه تقلي موت نفسك واخلص,depression,slang,facebook
لا تتركوني وحيدًا مع أفكاري فهيا تؤذيني....,depression,slang,facebook
ازاي اعيش و انا فاقده الاحساس بالامان ؟ و الثقه ؟مش عارفه احس بالامان و طول الوقت خايفه و بشك ف كل شيء,depression,slang,facebook
وجع فالجسم كله وضيق تنفس وعدم قدره على بذل اى مجهود + اكل بشراهه,depression,slang,facebook
بيجيلي أعراض صعبه اوي زي وجع في القلب وسخونيه في جسمي ووجع في معدتي وبحس دماغي هتنفجر ومضغوطه بفضل اعيط كتيييير جدا ودوخه وضيق تنفس شديد جدا ومبعرفش ارتاح للاسف بفضل اعيط لحد ماانام من التعب,depression,slang,facebook
انا فقدت الشغف حاسه اني ميته نفسي ارجع لحياتي زمان مش عارفه اصلا مش قادره اتكلم ولااحكي اللي حصل لي في حياتي بس انا فعلا حزينه اووووي,depression,slang,facebook
تعبانه نفسيا بشكل كبييير والمطلوب مني ابقي متماسكه في البيت وفي شغلي وانا عايزة اهرب واسيب كل ده وعندي وساوس انتحاريه دايما,depression,slang,facebook
عاوزه انتحر مش عارفه اسيطر علي أفكاري قريت قرأن وصليت وهديت انا طول الوقت خايفة,depression,slang,facebook
تعبت اقسم بالله مش عارفة تعب نفسى أو حسد  فى حالة عزلة وخوف من كل حاجة ومش عارفة اساعد نفسى  بنام كتير جدا بس بقوم من النوم متعبة نفسيا جدا وأشعر انى. كنت فى صراع أثناء النوم  عندى مشكلة. هى انى بفكر كتير. فى الماضى.   وخاصا- الاشياء. اللى تسببت لى فى وجع بتمنى  أفقد الوعى   حتى انسى   تعبت بجد,depression,slang,facebook
لو سمحت عوز كل ناس تدعلي ربنا يخدني عشان مبقتش قدر استوعب او استحمل اللي بيجرا ليا دي ليه وتعبت بجد يارب خدني يارب,depression,slang,facebook
انا الواحده هتموتني بالبطيء,depression,slang,facebook
انا تعبان اوووي وعمال اعيط لواحدي حاسيس اني حياتي كلها وقفه وقلبي وجعني اووووي ومش عارف اللي حاسيس ان ممكن يحصلي حاجه,depression,slang,facebook
اخويا راح مني راح وسابني لوحدي معرفتش احافظ عليه انا آسفة يا بابا ويا ماما,depression,slang,facebook
انتو سبتوني لوحدي كلكوو مش عارفة اعمل ايع من غيركوو انا تعبانة اوي الدنيا كلها بتلطش فيا انا محتاجاكو اوي، مش قادرة اشيل فكرة الانتحار من دماغي حقيقي لو سبت نفسي هعملها يا رب خدني انت وريحني مش عايزة اعمل حاجة تزعلك مني,depression,slang,facebook
انا محتاج للدعاء بتفريج الهموم و سداد الديون الي عليا انا بجد نفسي احكي وافضفض نفسي حد يسمعني مش عارف احكي ولا اقول اي ولا اي ادعولي بجد حاسس اني هنفجر مش لاقي  حد جنبي يديلي حب او اهتمام بجد جوايه ضغط نفسي وجسدي صعب اوي ادعولي ربنا يسترها من عنده وتعدي علا خييير,depression,slang,facebook
مش عارفة اناااااام عندى ضغوط نفسية وغصب عنى هى مضغوطة ومشاكل حواليا كل مااجى اخش فى النوم القى حصلى أن ببوز لا إراديا وفمى يشد زى اللى بيبوز وأقوم بنتفض واحس انى هبط واموت وكمان حصل برضه وانا داخلة في النوم لقتنى بأن وقمت على صوتى وكلت عشان مكلتش طول اليوم كويس عشان مااهبطش وكل ماانام رغمانى نعسانة جدا القى جسمى كٱنن بيسيب مش عارفة انام,depression,slang,facebook
انا خارجة من علاقه مسببالي اذي نفسي كبير جدا ، مخلي عندي اضطرابات اكل ونوم، لجأت لربنا ومش قادرة اتخطي التعب دة، بيوصل معايا ل قبضه قلب وبنظم اوقات نفسي اللي بتنفسه ب العافيه، انا عايزة اعرف هل دة لة تشحيص نفسي او محتاج علاج نفسي ولا مع الايام هقدر اتخطي الازي النفسي دة، عشان انا حياتي سودة الايام دي,depression,slang,facebook
تعبت من الوحدة مبقاش عندى شغف ل اى حاجة مبقاش حد جنبى يشجعنى اكمل ولا يسندنى ..يارب اتصرف انت من عندك,depression,slang,facebook
ازيكو ويارب تكونو بخير. كنت عايز اقول فى وسط الطريق الصعب لزم نبقا حد بينكسر نبقا حد بنكتئب نبقا حد بينهزم بنبكى عايزين ننسحب بس اللى لازم نعرفو أن فى طريقنا واحنا ماشين هنلاقى ربنا بيسندنا واياكو تفكرو أن فى طريقنا هنكون لوحدنا ربنا معانا فى كل وقت,depression,slang,facebook
روحت لي ٣ دكاترة ومفيش نتيجه والدنيا رجعت تطلخبط اكتر معايا والمشاكل بتزيد وخوفي بيزيد اكتر كل يوم انا خايف اكتبلكوا اني ماشي من الدنيا كلها لتقولوا نفس الكلام بس انا كل مرة كنت بكتب اني في دماغي اموت كنت بطلب مساعدة ..دلوقتي ..عرفت اني مهما صرخت محدش بيسمع مكنتش عايز اتكل عالناس كنت محتاج زقة بسيطة انا خايف تقولوا عليا اتنشن انا خايف منكوا المرة دي,depression,slang,facebook
عاوز أرجع آخد نفسي طبيعي عاوز أنام وأصحي طبيعي انا بعاني وانا لوحدي انا لوحدي,depression,slang,facebook
هو الانسان ممكن يعمل ايه لما يحس ان حياته بتنتهي وميبقاش شايف فيها حاجه واحدة تستحق انه يعيش علشانها، او حاجة واحدة ممكن تبسطه.لما اول مايفتح عينه من النوم اول فكرة بتيجي ف باله انه للاسف لسه عايش وللاسف لسه مضطر يقوم يواجه الحياة والناس ويتكلم ويتعامل. يعمل ايه لما يحس ان كل حاجة تقيلة عليه الثانية اللي بتعدي كانها بتعدي من فوق قلبه!! مش قادر يحقق اي انجاز ولا قادر ينجح ف علاقات حتي العلاقات القديمة بدأ يتخلى عنها لانه مش قادر يبذل اي مجهود او حتى ياخد مجرد رد فعل.علاج نفسي وخضعنا ليه، ادوية نفسية واخدنا، اعتقد ان خلاص كده مفيش أمل ولا نجاة.,depression,slang,facebook
امي توفت وحاسس أن الدنيا داقة بيه خلاف كده لأن انا السبب في موتها بعدوتي لها بالكورونا مش قادر اعيش من بعدها مليش حد من بعدها قوليلي اعمل اي,depression,slang,facebook
انا عاوز اموت بس مش عاوز اموت اوحدي فاهم,depression,slang,facebook
حاسة اني حزينة أوي أوي من كتر الحزن نفسي متكلمش ولا اسمع صوت حد مش عايزة انزل شغلي مش عايزة اي حاجة من الدنيا بس انا في ناس اذتني اوي لي انا بتوجع اكتر وهما بيتبسطوا اكتر ممكن اكون انا الي وحشة ومش اخده بالي فعشان كده ربنا بيعاقبني انا وهما بيزيدوا في اذيتي ومفيش عقاب,depression,slang,facebook
انا كل يوم حالتى النفسية  تزداد. سوء وكل يوم حالة العزلة تسيطر عليا اكتر والخوف من الناس ومش عارفة اعمل اية ومش حابة الحياة ولا حاسة بالأمان  وانا للاسف ممكن اساعد اى شخص فى الخروج من اى أزمة نفسية  ومش عارفة اساعد نفسى  اتعملت مع مختصين كتير  دون فائدة,depression,slang,facebook
انا قلبي وجعني اوووي معنديش حد اتكلم معاه,depression,slang,facebook
إن المرء إذا حزن أستدعى كلَّ أحزانه السابقة، كأنّ حُزنًا واحدًا لا يكفيه انا مشتتة اوي وحاسة بالفشل والاحباط والتعب الشديد عندي 23 سنة وتمن شهور وحاسة ان الحياة انتهت مرهقة اكمل فيها واخقق اي حاجة,depression,slang,facebook
بواجه مشاكل كتير في حياتي الشخصيه وبين صحابي دايما تفكيري كتير وانا بنام وانا صاحيه مبقتش قادره استحمل دماغي نهائي تعبت بحاول اشغل نفسي حتى في صلاتي بالي مشغول وتفكير في كل حاجه وقلق من اللي جي وقلق من اللي بيحصل علطول خايفه ومش عندي ثقه في نفسي رغم اني عمري م بينت ده مش راضيه عن نفسي نهائي بس حاسه اني مشلوله مش عارفه اخد اي خطوه في حياتي بقالي سنتين واقفه مكاني مش بتحرك تعبت,depression,slang,facebook
اية الحل فى التفكير الكتير و القلق من اللى هيحصل و المستقبل توتر طول اليوم و قلق و خوف حتى من رنة الموبايل الموضوع زايد معايا اوى الفترة دى حد كان كدا و اتعالج أو عرف يغير تفكيره دماغى تعبت,depression,slang,facebook
محدش ينتحر كل مشكله وليها حل أرض الله واسعه ربنا يفك الكرب عنكم وعنا,depression,slang,facebook
تعبت م الناس تعبت م الكدب,depression,slang,facebook
ليه بتقولوا علي الانتحار غلط ومش حل هو حل احنا نعمل ايه بجد تعبنا وانتم مش حاسين بتعب ل فينا,depression,slang,facebook
انا مخنوقه اوى ي جماعه اعمل ايه مش عاوزه اعيش اكتر من كده انا تعبت م الحياه ومفيش حد جنبى خالص وكل حاجه بعملها لوحدى ومفيش حد احكيله اللى مزعلنى وعندى اخوات وكأنه معنديش محدش بيسمعنى كل واحد بيهمه نفسه ومصلحته وبس وبدعى ربنا كتير أنه يستجيب دعائى ومفيش فايده حياتى بتبوظ أكتر,depression,slang,facebook
انا تعبان اوي وعمال اقطع في أيدي هتخنق والله من الحزن بسبب الضغط النفسي والعصبي عليا تعبت بجد والله,depression,slang,facebook
مش قادرة اخد نفسي حاسه بتقل رهييييييب ع صدري الحمدلله,depression,slang,facebook
تعبان جدااا فوق ما اي حد يتصور وحرفيا تعبت وجبت اخري ومعتش عندي طاقة اني استحمل اكتر من كدة,depression,slang,facebook
نفسيتي زي الزفت حقيقي انا تعبانه جدااا ومن كتر التعب قلبي بيوجعني ومش بقدر اخد نفسي كويس,depression,slang,facebook
الحمد لله على كل حال كل ابتلاء من الله خير,depression,slang,facebook
مشكلتى انى الوحده بقت احلى عندى من الناس.والعزله والبعد عنهم .حتى غيرت رقم الفون علشان انسى الناس اللى فاكرهم كويسين ومسحت كل وسائل تواصل اجتماعى .كلو بتاع مصلحته..ميردوش عليك لانهم مشغولين بناس تانيه..,depression,slang,facebook
بعانى من رهاب شديد جدا فى المجتمع وده مخلينى مش عارف  اعيش حياتى ومخلينى منطوى ومنعزل عن الناس ومعنديش اصدقاء ولا عارف اتعامل مع حد ولا اتعرف على حد وكمان الشغل مش عارف اشتغل حياتى مدمرة والله مش عارف اعمل ايه عاوز أواجه  وأبقا انسان طبيعى وكدة لكن مش قادر وبخاف من كل حاجة فى الحياة اعمل ايه,depression,slang,facebook
نفسيتي تعبانه ونفسي اتكلم مع حد,depression,slang,facebook
هو الواحد ممكن يعمل ايه علشان حياته تقف تماما من غير مينتحرمش هنعيش مظلومين وكمان نموت كافرين,depression,slang,facebook
هو الي كاره الحياه بكل مافيها يعمل ايه,depression,slang,facebook
يُعتبر النوم هو التعويض العادل عن بشاعات هذا العالم,depression,slang,facebook
عايزه ابعد واعتزل الدنيا كلها وانام بس عشان محسش ولا اصحي,depression,slang,facebook
انا بقيت بتخض وتنفض  من صوت رنه التلفون صوت جرس الباب لو حد خضني بهزار ممكن اعصابي تنهار لو حد زعق أو  في خناقه انا مش طرف فيها بتجنن لو حد ندهني بصوت عالي بترعش من الخوف  لو حتى فشارع حصلت خناقه ممكن يجيلي زعر وبانيك مبقتش متحمله اي حاجه على اعصابي كنت يتحملها زمان معدش عندي اي طاقه استحمل اي أخطاء للناس أو اعدي اي حاجه كنت بعديها واجي على نفسي بقتش اتعامل مع الأمور بسلاسه وهدوء زي الاول انا تعبانه جدا واعصابي تعبت اوي مبقتش فاهمه ليه بيحصل كدا انا من النوع الي هادي جدا لدرجه البرود بس حاليا انا بتدمر,depression,slang,facebook
انا صعبان عليا نفسي اكون بالسن ده ٣٣ وانا لواحدي ، معرفش السبب بس حاسس اني مقيد طول عمري مش عارف اعيش حياتي ، كنت اتمني الاقي حد افضفض معاه ، بترتاح اوي اما تلاقي شخص ف حياتك قلبه عليك ، كان نفسي حد يسمعني يقولي انا جمبك متخافش,depression,slang,facebook
حاسه اني هنتكس للاسوء من كل مره .بعد ما التزمت وبقيت اصلي واشوف شغلي .بس في حاجه كبيره نقصاني ومش  لاقياها.بتعصب ف اي وقت وحد .وكرهت كل الي حواليا. شايفه كل الناس اعداء ومؤذيين ومش عارفه اكون لوحدي. مش شايفه اي حل ولا علاج تاني شايفه الدنيا سوده مشكلتي اني كارهه الدنيا بدون سبب وفاشله ف كل حاجه فكرت ف الانتحار بس عارفه انه حرام وهيأذي اهلي وهتعاقب عليه ف الآخر بعد ما اموت,depression,slang,facebook
أنا حاسة بضغط نفسي فظيع و كارهة حياتي,depression,slang,facebook
انا وحيد جدا و مدمر ياربي مش لاقي حد و لا قريب ولا غريب انا تعبان الوحده و الحزن بينهش فيا مدمر مش عارف اكمل بالطريقه دي,depression,slang,facebook
انا بموووت انا تعبان جدا وعمل اقطع يدي,depression,slang,facebook
اعتقد انا اليومين دول نفسيتي نيله خالص... ببقا كويسه جدا وفجاه ببقا زفت وبرجع بعديها ب خمس دقايق كويسه تاني وحقيقي الموضوع مرهق جدا ومبهدلني... والاسوء اني بقيت بشك فحكمي علي الامور هل انا شايفه المشكله مشكله عشان دلوقتي انا نفسيا مش تمام وربع ساعه هبقا كويسه والدنيا مش مستهله ولا فعلا في مشكله قدامي ومحتاجه واقفه..,depression,slang,facebook
أنا أعاني من حالة حزن شديد وكنت  باخد علاج للإكتئاب والتوتر والقلق,depression,slang,facebook
لألم النفسي مدمر وقاتل و لا يعرف من الألم النفسي إلا من شعر به وعاشه,depression,slang,facebook
حياتي فاضيه مش قادر اكمل فى اي حاجة حتي لو مسلسل او فيلم معنديش شغف لاي حاجة بحاول اركز فى حياتى مش قادر انا حرفيا مافيش حد فى حياتى لا اصحاب ولا احباب ولا قرايب انا عايش في صراع مع نفسي كل يوم,depression,slang,facebook
انا محطم شعر باننى متمزق اشعر بخبية امل,depression,slang,facebook
بحاول اتصالح مع نفسي واكون انسان كويس بحياتي مش عارف,depression,slang,facebook
انا مش زعلان بس انا موجوعه بشكل عمرى فى حياتى مامريت بيه حاسه قلبي بينزف مكنتش اتخيل انى اوصل للاحساس ده,depression,slang,facebook
زعلانه جدا ومكتئبه حتي لو بشتغل بكون حاسة اني عاوزة اعيط أو اصرخ وطبعاً في أسباب كتير,depression,slang,facebook
بعيش صراعات داخلية شرسة ... خايفة بيوم توصلني للانتحار,depression,slang,facebook
حزينه جدا وحاسه انى لواحدى مع ان جمبي صحابي بس استحاله حد يحس الحزن ده لانى على طول بضحك الحمد لله,depression,slang,facebook
هموت من الوحده بس بعمل نفسي مش فارق معايا و اني مستغنيه عايزه ارجع اتعالج من الاكتئاب بس مبقاش عندي ثقه في اي حد و لا ف الدكتور و لا قادره اتعامل مع حد و لا مع اي دكتور,depression,slang,facebook
أنا  بخاف من كل الناس بخاف بجد من الازيه عشان اكتر ناس ازوني اقرب ناس ليه عشان كده معنديش ثقه في أي حد وبيقولو اني مريضه نفسيه بس أنا شايفه اني ده طبيعي,depression,slang,facebook
نا تعبانه قوي لدرجه متتوصفش محدش حاسس بيا كان نفسي افرح قببل مموت بس انا ميته ع قيد الحياه نفسي اروح لربنا يقلي رد يريح قلبي ليه كل ده بيحصلي انا مستهلش,depression,slang,facebook
فشل وخذلان من كل اللي حواليا بعترف اني فشلت في حياتي اني مش عايزة اكمل ونفسي حياتي تنتهي لغاية كده كفاية مفيش هدف ولا سبب إني الحياة تستمر بنفس الاحساس والأحداث السيئة,depression,slang,facebook
خايفة جدا من كل الناس وخايفة من الدنيا ومن بكرة خوف مرضي محبوسة جواه ومش بتحرك ومش عايزة اطلع من الكومفورت زون,depression,slang,facebook
انا عاجزة نفسيا,depression,slang,facebook
نفسي اروح لربنا,depression,slang,facebook
انا كل يوم بصحي  قلبي مقبوض وخايفه اوي مبقدرش اقوم من السرير غير بعد مقاومه اني لازم اقوم وبستمر ع الحال ده ساعتين مثلا اول ما افتح عيني بضايق اني لسه عايشه وموجوده  ف الدنيا عاوزه اي حل عشان تعبت,depression,slang,facebook
عندي مشكله عندما أتعلق بأحد من الصعب جدا اقدر اسيبه وبيكون التعلق شديد لدرجه ان بحسي انه لو سابني هموت وده بينطبق علي أصحابي ومعارفي اوحتي زوجي,depression,slang,facebook
انا ع طول متردده وبفكر كتير اوي افضل اقول يارتني عملت كذا بدل كذا حتي لو القرار صح.وافضل اقول ياتري هيقولوا عليا اي و ده مخليني اكره جياتي,depression,slang,facebook
انا الدنيا كلها مزعلاني حتى نفسي مش راضيه تحبني,depression,slang,facebook
انا لما بتخنق وقلبى يوجعنى بعذب نفسى ممكن اعور صوابعى او اولع البوتجاز واحط ايدى لحد ما تحمر اوى وبحس انى هديت واعصابى ارتاحت جدا من كده وللاسف ادمنت الفعل ده وبقيت كل مره مش برتاح غير لما اعمل كده,depression,slang,facebook
هل الأنتحار حرام وما عقوبته,depression,slang,facebook
حاسة ان قلبي هيقف من كتر القهر و الزعل بقيت كارهة كل حاجة حواليا حرفياً ما بقتش عاوزة اعيش,depression,slang,facebook
انا محتاج اهتمام نفسي في حد يكون جمبي يسندني واسندو نكون اصحاب واخوات كدا انا مريض كدا انا عندي غلط الناس بقت متعبه اوووي انا وصلت اني بستني بالساعات علي شان حد يسال عني واتخنق بعد كدا وانام ليه كدا انا لو وحش الناس بتخلق مني شخص اوحش من الوحش طيب نفسي القي انسان نضيف يقف جمبي مش عارف اعمال اي,depression,slang,facebook
مشكلتي اني فاقدة الشغف بكل شيء حواليا حاسة اني معنديش مشاعر,depression,slang,facebook
أنا قلبي مكتوم و واجعني، عايزة اعيط و أصرخ و مش عايزة حد يسمعني,depression,slang,facebook
حاسس اني شخصيتي ضعيفة بشكل مش طبيعي في الفترة دي وفاقد الثقة في نفسي لدرجة ان لو حد شتمني او اهانني بكلمة او حتي مد ايده عليا مش بقدر ارد عليه حاسس اني معنديش شخصية ولا اختيار في حياتي ومش من حقي اقول رايي او اختار لنفسي اللي عايز اعمله في حياتي بخاف اتكلم في وسط الاجتماعات اللي فيها ناس لحد يتريق عليا الضعف ده خلاني مسالش علي صحابي حتي عشان حاسس انهم مش معتبريني صاحبهم ومش بيحبوني وحتي لو عارف انهم بيحبوني ف مش عايزهم يشوفوني في الوضع ده,depression,slang,facebook
قلبي وجعني اوووي ونفسيتي مكسور ويفكر في الانتحار كتير اوووي وعندي وسواس قاهري ومحادثات خياليه انا تعبت من حياتي,depression,slang,facebook
نفسي امشي اوي من الدنيا حاسة هايبقى يوم فرح بالنسبالي,depression,slang,facebook
هل صادفتم طوال حياتكم أحدا عندما يحزن يضرب فى نفسه وفى وجهه على الأخص كنت جميلا جدا ولكن كثرة الحزن والضرب فى نفسى ووجهى جعلنى أفقد الوزن كثيرا,depression,slang,facebook
انا تعبان اووووي انا مش عارف اعمل ايي غير اني اعمل كاتينج,depression,slang,facebook
عندي توتر  وخوف شويه من العالم الخارجي,depression,slang,facebook
ايه سبب كره الشغل والأهل والأصدقاء  ولما بتيجي سيرة الشغل بتخنق وعاوز اكل واشرب وانام ومش شايل اي مسئولية,depression,slang,facebook
