post,Label,dialect,source
السلام عليكم ماراح اطول عليكم...انا عمري 18 مرت علي سنتين عانيت من..اكتئاب حاد جدا وسواس (الافكار التسلطيه) والرهاب ....المهم الحمد لله خفت علي الحين بصوره كبيره ولكن اعاني من وسواس خفيف وتغيير في الشخصية يعني مدمرة شخصيتي ودايم اشوف نفسي ناقص يعني اول كنت اظحك وانكت مستانس الحين ثقيل مرررررررررره واحس اني فاشل وغبـي ولا اصلح لشي واعاني من اني اكبر المواظيع زيادة عن اللزوم واعصب على امور لها اكثر من خمس سنين ليه مادري؟؟....واسلوبي وكلامي مع الناس تغير ونفسيتي تغيرت يعني كل شي فيني تغير ودايم لاطرى على بالي التوتر او الوسواس يسيطر علي هل ذي حالة نفسيه مع الوقت تروح ام انها مرض ام انها فقدان ثقة بالنفس ام اكتئاب..مادري؟؟ لازم اراجع طبيب نفسي ولا لا؟؟ ومعليش عالاطالة,depression,slang,Nafsany
السلام عليكم و رحمة الله و بركاته انا بعانى من الاكتئاب من حوالى 7 شهور وتناولت العلاج من 5 شهور الحمدلله شعرت بتحسن ولكنى بشعر بضيق وتقلب بالمزاج من فترة الى اخرى واظن اننى أتانى الاكتئاب مرة اخرى وان كل فترة العلاج دى مالها فائدة واستمر فى البكاء تناولت فى البداية الاندرال و السيروكسات وبعد ذلك الافكسور والاندرال - مع قلة التحسن وصف لى الدكتور السيبراماكس و الكلوزيبام وهو علاج جديد تناولته من حوالى اسبوع ولكنى اشعر بهدوء داخلى الحمدلله و الهيجان النفسى الداخلى قل بس خايفة يكون مجرد مهدئ وليس علاج - افيدووووووووونى افادكم الله اللهم اشفى المكتئبين و الخائفين يااارب اللهمو هون علينا ما نشعر به - راضيين بقضائك - اللهم لا تحملنا ما لا طاقة لنا به - اللهم صلى على سيدنا محمد,depression,slang,Nafsany
السلام عليكم اخواني ماادري من وين ابدا حالتي النفسيه ربما متحسنه لكن قلبي مقبوض جدا وكان احد مساكه بيده وجالس يعصر فيه وقابضه انا ام لم اذق طعم السعاده بالامومه لأول ولادة انا ام حديثه وضعت مولودي منذ مايقارب السنه والنصف لااريد ان اتذكر اولى ايام ولادتي فهي كلها تعاسه واحاسيس فضيعه لااقدر على كتابتها الحمدلله اني في نهاية المطاف وبعد ترددي على جميع المستشفيات والعيادات والجميع يؤكد باني سليمه ولااعاني من اي مرض ذهبت للعياده النفسيه وشخصت بااصابتي بااكتئاب مابعد الولاده مررت بثلاث انتكاسات خلال علاجي والحمدلله بعد 3 شهور تقريبا من العلاج اصبحت انسانه اخرى كلي مفعمه بالحيويه والنشاط استمر علاجي 9 شهور تقريبا بعدها امرني الدكتور بالانقطاع عن العلاج بشكل تدريجي ومتابعه وبعد الانتهاء من العلاج تقريبا بثلاث شهور شعرت بااعراض جسميه وكنت اتوهم اني مريضه او مصابه بحساسيه وتحولت نفسيتي الى سيئه جراء التفكير وكنت اعتقد ان نفسيتي اصبحت سيئه بفعل التفكير ذهبت الى دكتورة وقالت باني لااعاني من اي شي عندها ادركت انه ذلك الكابوس عاد لي مره اخرى وذهبت للدكتور النفسي ووصف لي نفس العلاج السابق وشعرت بتحسن ولكن الضيقه بالصدر كانت تذهب قليلا وتعود استمريت على العلاج قرابة الشهر والاسبوعان كنت اخذ سيتالوبرام حبتين 20 ملجرام مع علاج اخر ربما مهدىء للنوم بعد الشهر والاسبوعان وصف لي الدكتور علاج سيبراليكس بدلا من سيتالوبرام واخذ منه حبيتين 10MG ولكن لااعرف لماذا حتى الان لا اشعر باني طبيعيه وبان قلبي منشرح مثل السابق علما بان في المره الاولى كانت استجابت نفسيتي اسرع بغض النظر عن الاعراض الجسميه اللتي كنت اعاني منها    سؤالي هل فيه امل لعلاجي هذه المره وتحسني والشعور باني طبيعيه وقلبي منشرح ؟؟؟ ام سأظل هكذا طوال حياتي لااعلم !! علما بان اكتئابي في المره الاولى متوسط الى بسيط وهذه المره ربما بسيط قلبي مقبوض لااعلم كيف السبيل للراحه والاطمئنان علما بان ربما بان سبب الاكتئاب ضغوطات حياتيه,depression,slang,Nafsany
لم اعرف الاكتئاب طوال حياتى الا من مرض الفصام الذى رجع بى الى الوراء(الخلف) فى حياتى الدراسية والاجتماعية وتطور ونضوج شخصيتى لمدة ثمانية سنوات عندها هجمت على عقلى الافكار السلبية مثل الندم ولوم النفس ونقد الذات والتفكير فى الذى مضى وما ضيعت من سنوات فى اغلى سنوات شبابى ةمراهقتى وخاصة قبل ثلاث سنوات هجمت على او هجمة الاكتئاب وخاصة كنت غير مداوم على العلاج اصبح اثناءها غير مستمتع بمباهج الحياة الجميلة وكثرت بعدها الهجمات الذهانية الحادة حى وصلت الى عشرة هجمة واخر نوبة اكتئاب كانت قبل شهر رمضان الماضى كانت الاقوى الى ان وصل بى الحال الى افكار الانتحار عندها اهتميت بعلاجى من مرض الفصام ومراجعت الاخصائى النفسى وبرمجة نفسى برمجة العقلية العصبية الايجابية لمحاربة الافكار والطباع السلبى والان استمتع نوعا ما بمباهج الحياة الجميلة نوعا ما واثقف نفسى عن حالتى وعن الاكتئاب والفصام وادعو لى بالشفاء العاجل,depression,slang,Nafsany
بسم الله الرحمن الرحيم شجعتني الحالات التي قراتها على ان اتكلم عن حالتي ولا اعلم ان كانت تصنف ضمن حالات الاكتاب واريد اجابة شافية اذا كان هناك مجال........ انالا اكف عن التفكير الكثير في اي موضوع صغير ام كبير ودائما يخطر على بالي افكار مخيفة واتوقع الاسوء في اي موضوع احب العيش في خيالاتي التي ارسمها من الصغر ولا احب التحدت ولا التعرف على اي شخص ولا اعرف عمل صداقات ولا حتى علاقات عابرةبسهولة وان اخذت موقف لا اعود ابدا ليس تكبرا ولكن لا اعرف العودة ليس لي اصدقاء اثق بهم ...ودائما احس انني افعال خطاء وان كانت صح اعتبرها خطء لا اعرف لماذا؟؟من ضمنها عتابي لنفسي الشديد اذا ما تعرفت على احد جديد اصدقاء او زملاء.... ارفض الارتباط (الزواج)خوفا !من ماذا لا اعلم والان يحاول شاب زميل لي في الجامعة بعد ان رفضته عندما تقدم لخطبتي مساعدتي والتحدث معي وانا دائمة النفور الشديد منه واذا ما تحدثت معه احس بندم يقطعني لا اعرف لماذا؟ دائمااحس بحزن لا اعرف له سبب ولا حل والمصيبه الكبرا احساسي بافشل ددددددددائما وهو شعور مؤلم لا اشتهه لاحد والعيش بدو هدف (وانتقادات الذين هم حولي من جراء لعبي الدائم بشعري وتقطيعي له في بعض الاحيان) ارجوكم ساعدوني اريد جواب استشاري واجواب اصدقائي من مر عليه حالتي ......... مع احترامي انجي,depression,slang,Nafsany
السلام عليكم ورحمة الله وبركاته  شاءت أقدار الله أن أصاب بأول نوبة اكتئاب وأنا في الـ 15 من عمري ، أي بداية مرحلة البلوغ .. وأصبح عمري الآن 22 سنة تقريباً مريت خلال هذه المرحلة بنوبات بسيطة مقارنة بنوبة الاكتئاب الأولى .. إلى أن أتت قاصمة الظهر ، وهي نوبة الاكتئاب الأخيرة والتي من خلالها بدأت بالعلاج .. وأنا أنظر إلى نفسي في المرآة أجد ذلك الشاب العشريني الملطخ بالشعر الأبيض في رأسه ! وكلما سألني أحد عن السبب فإني أحاول أن أعزوه للوراثة .. مع تمام علمي بأن هذا الاكتئاب قد يكون له السبب الأكبر في ظهور السيب .. خصوصا في هذه المرحلة المبكرة .. هذا عني .. فماذا عنكم يا أصحاب الاكتئاب ؟؟ حدثونا عن (ألوان) شعركم :) وهل تتوقعون أن الاكتئاب هو سبب رئيس لشيب الرأس ؟ وهل هناك مريض بالاكتئاب لفترة ما .. لم يشيب رأسه ؟؟ أنتظركم   ثم أرهقني الزمن .. ووقفت بعيداً .. أتأمل ! أتأمل هذه السنين التي ضاعت .. جراء هذه النار التي بدواخلنا .. المسماة بالـ (اكتئاب) .. لطفك يا إلهي ,depression,slang,Nafsany
انا ما ادري اشفيني كارهة الحياة ما اعرف شو شخصيتي دائما كئيبة احس ما احد يحبني وحتى انا ما احب نفسي ساعدوني بليز,depression,slang,Nafsany
السلام عليكم ورحمة الله وبركاته  اببدا اقولكم حالتي لاني تعبت وربي ما ادري وش فيني اولا عند النوم اخاف وقلبي يدق ولا انام الا وجنبي احد علشان كذا اجبر اختي تمسك يدي الين انام والتلفزيون مشغل واللمبات  اقوم من النوم وانا فيني كآآآآبه الدرجه اقول ياليتني ما قمت مايته اريح لي واذا قمت احس بدووخه مرره وحاله فطور ما اشتهي غدا اتغصبه فترة العصر كآآآآآآآآآبه المغرب عادي بعد العشاء من الساعه 10 تبدا الكآآبه يجيني اوقات احس اني ابصيح مالي خلق احد ودي اخبط بروحي  اذا شفت صورة مرعبه اخاف واجلس ما انساها وابدا اوسوس  هذا غير الغثيان والدوخه ومدري وش فيني بالضبط اعصب على اتفه الاسباب اضحك وانا اضحك اتذكر شي وارجع اسكت ويجيني حزن ما اخاف من الموت ابد بالعكس اتمنى الموت بس اخاف من طريقة الموت  اذا تذكرت احد احبه تبدا حالة غثيان الدرجة ما اشتهي الاكل ورب البيت اني استفرغ الله يكركم اذا اكلت ويدي تنافض مرره  على العلم ما عندي خوات كبري عندي اخت بالمتوسط حركاتها تقهرني وتنرفزني  امي تحطمني هي ما تحطمني بس كلامها قوي علي .. وانا حساسه بزودي .. الدرجه كلامها يجلس براسي وابدا اردده الغيري  اكره ابوي مره والشعور مب بيدي ايام ابكي اخاف يجيه شي ويموت وانا ما اكلمته لاني اجلس شهور ما اكلمه مدري ليه اتشائم منه ومب هو بس اتشائم حتى بالدرج ومن بعض الاكل ومن بعض الحركات وبعض القنوات والارقام  اصرخ على امي وبعدين ما انام بس ابكي وادعي اموت ادعي انشل واروح اقومها من النوم واصيح احس انها تأذت مني اخاف من شي اسمه مرض كرهت روحي كل ما صار فيني شي مستحيل اروح للدكتور اتمنى اموت ولا اروح  الحمدالله انا ملتزمه بالصلاة والاذكار والقران بس بعض المرات الوسواس القهري يجبرني اني ما اصلي واتعب واعرف ان الله يغفر لي لانه مب بيدي  تكفون علموني وش فيني  انا كتبت الموضوع بسرعه ولا ادري اي قسم احطه دكتور نفسي ما اقدر اروح له ابد :(  ورب البيت لادعي للي بيرد علي ويهون علي مشكلتي,depression,slang,Nafsany
صادفتني مشكله منذ فتره واصبت بالاكتئاب وكنت طوول مدة اصابتي به افكر في صلب المشكله وارى انني انسانه تعيسه في حياتي الزوجيه و افقد الثقه في نفسي كثيرا واشعر باحاسيسس مولمه محطمه جدا جدا ولاتغادر هذه الاحاسيس ذهني وتعالجت منه والحمدالله وبمجرد الانتظام على العلاج اخذت انظر لنفسي انني انسانه سعيده في حياتي ومع زوجي وتجددت ثقتي في نفسي وزالت الاحاسيس المؤلمه التي تحطم نفسي  ولكني تركت العلاج بصوره مفاجاه من غير تدرج فتره ورجعت كل الاعراض ونفس الاحساس بالالم والمشاعر القاتله  واخذت العلاج مره اخرى وتحسنت كما في السابق الا انني  في بعض الايام يسيطر علي اكتئاب لمده قصيره وترجع لي الافكار المحزنه الماضيه يستمر مثلا 4 ايام واتذكر اشياء ماضيه اندثرت وماحدث لي بكل الم   ثم اتحسن وكان شيئا لم يحدث وترجع لي سعادتي واحساسي بالحياه  الشيء الذي اثار استغرابي لماذا اذا كنت بحالتي الطبيعيه اتقبل نفسي وارى انه من الطبيعي ان تحدث مشاكل بالحياه ونتخطاها وتعود لنا الحياه السعيده ولا تهمني نظرة ايا كان  وعندما ياتيني الاكتئاب اشعر بحزن شدييد واتذكر اشياء سابقه واحكم على حياتي بالتعاسه وعدم النجاح ممايولد لدي مشاعرمؤلمه جدا وتكون نضرتي لنفسي وحياتي سلبيه   ولماذا يعود الاكتئاب ايام قليله ثم يختفي,depression,slang,Nafsany
السلام عليكم حبيت أسأل.. هل من أعراض الاكتئاب.. عدم الشعور بالآخرين ( اشوف من حولي يضحك لكني ما أقدر أضحك ) حب الوحدة و الانعزال و ما احب اشارك الآخرين أتمنى الموت لكن أريد الاستمرار لأحقق طموحاتي اكون منزعجة معظم الوقت ولا أستطيع أن ابتسم لا أستطيع أن أعبر عن مشاعري أبدا لا كلاميا ولا كتابيا أشعر أني سأهلك من كثرة التفكير و حالتي كئيبة كما أني أشعر بالأرق.. ولا أدري مالسبب أفكر في أني قد أكون مريضة أو أحيانا في أن أكون مصابة بالفراغ العاطفي .. وقد تدهور مستواي في ممارسة هواياتي بسبب حالتي النفسية السيئة.. ماذا أفعل.؟!,depression,slang,Nafsany
السلام عليكم ورحمه الله  ارجو من الاطباء مساعدتي وحل مشكلتي لا اعرف من اين ابدا نفسيتي جدا تعبانه من اسبوعين رجعت من السفر كنت مسافره مع امي علاج وطول 3 شهور تخيلت انه نفسيتي تكون جيده لما ارجع لانه كنت جدا متحمسه اني اسافر بس للاسف تعبت نفسيتي اكثر واكثر المشكله اني احب اساعد وهذا واجب عليه بس لما سافرت عشان امي تعبانه كان اخويه مسافر معايه كان ما يسكت عني كله يظايقني باسلوبه وامي من النوع العصبي بسرعه تظايق كل مشكله تحطها على راسي صرت امل من كل شي مزعوجه 24 ساعه متوتره حتى احس انه نفسيتي تعبانه ولما الناس تجي تسلم على امي لانها راجعه من السفر يقولولي اعصابك جدا مشدوده ينبان عليكي ما اقدر ارتكلم صرت اتاء تاء في الكلام او في النقاش احس شي على قلبي ثقيل يعني صار موقف كنت رايحه مع اخواني وامي واخوي موصلنه بس لما كنت في السياره ما اتكلم وكلهم يتناقشو وصوت عالي تعبت جدا نفسيتي تعبت جدا والله العظيم احس برعشه في جسمي مضايقه مو قادره اتكلم مع احد لما امي تكلمي اتضايق بس والله مو منها من صوتها لانه صوتها حاد جدا وعالي يوترني جدا بس اانا خايفه من الله جدا اخاف اجرحها وانا مو قصدي لما اتوتر ما اقولها شي اروح اسكر على نفسي ابكي تعبت والله العظيم تعبت جدا لما امسك شي في ايدي من كثر التوتر يسقط عني سا عدوني الله يحرم على اجسادكم انار,depression,slang,Nafsany
السلام عليكم انا كتير سعيدة بمعرفتكم وبشكركم على كل شي انا اسمى نور الهدى 21سنة بدرس تجارة ما رح طول عليكم كتير انا هلا بمر بحالة نفسية صعبة جدا ومن مدة طويلة حاولت اتغير بس ما قدرت حابة اكلم دكتور نفسي ويا ريت يكون عن طريق الاميل مستنية ردكم لا تخدلونى انا صبرت كتير وتحملت كتير مو قادرة اتحمل اكتر مستنيتكم شكراا كتير الكم,depression,slang,Nafsany
ماصعب الاحساس بالضيقة مع مرض متعب اسمه اكتئاب تعبت تعبت تعبت لحد اكثر من البكاء عمري 32 سنة لازلت اعيش هم هذا الاكتئاب نفس ضايقة شهية مفقودة لكل شئ عندما افكر اني اخرج او اروح مناسبة ارجع واقول لا واحس بضيقة مابغي اروح تعبت جدا اجلس وحدي بغرفة وابكي كاني طفل بدون سبب احس اني ولاشئ واتعب كثير اذا شفت طفلي وادخل ابكي اذا طلب مني شئ ماقدر اقدمه له عشان انا خايف من الخروج من البيت وخايف عليه والان انتهت حياتي اني شخص عاطل عن العمل حاس بطفلي وزوجتي لكن ماقدر اسوي شئ لهم مالي نفس اخرج مالي نفس في عمل فكرت اطلقها ماقدرت لاني محتاج لها والله بعض الاحيان اذا طلبت شئ مني لاشعوريا تنزل دموعي واروح الغرفة وابكي قهر والم اني ولاشئ اني مو اب ولا زوج صالح والله تعبت من حياتي تعبت لحد التعب وشحوب وجه نفسي اكون مثل الناس تخرج وتورح وتطلع انا لا ساعدوني تعبت محتاج احد اتكلم معه محتاج ابكي مابغي حياتي تستمر كذا لقيت هالمنتدي وكانه ام لي سامحوني بس خلف الشاشه اقدر افضفض واقول وتكفون ادعولي وادعوا لزوجتي ربي يسهل ولادتها الثانية لاني خاااايف عليها دعولنا ارجوكم واسف علي زعاجي لكم,depression,slang,Nafsany
اعاني من الاكتئاب حسب تشخيص الاطباء من اكثر من 11 عاما تناولت خلالها الكثير من الادويه بروزاك - زنكس - سيروكسات - والكثير قد يصل مجموع ماتناولته من ادويه 9 انواع اخرها سمبالتا والذي يقال انه احدث علاج ومستمر عليه من سنه وشهرين كنت استخدم الادويه واتركها بعد اشهر او بعد ان اجد تحسن بسيط والسبب اثارها الجانبيه والتي كنت ارى انها سببا في عدم قدرتي على ممارست حياتي بالشكل المطلوب وعلى انضباطي بعملي من حضور كنت لا استطيع ان ادوام واجلس ليومين او اكثر طريح الفراش او بالمنزل لا اخرج ولا اريد ان اقابل احد وصلت حالتي في بعض المراحل الي افكار سوداء كانتحار والعياذ بالله لارتاح مما انا فيه لا اريد ان اطيل باختصار اريد ان اقطع واترك العلاج بالدواء المسمى سمبالتا ولكن اريد برنامج امشي عليه فهل اجد بهذا المنتدى طبيب يصف لي برنامج امشي عليه حتى لا تنتكس حالتي مره اخرى للاسوى ولرغبتي بالتداوي بالاعشاب والرقيه .... الخ انتظر الرد على استفساري وجزاكم الله خير,depression,slang,Nafsany
السلام عليكم ورحمة الله وبركاته أحب الجلوس لوحدي في الظلام أحياناً أكره التكلُّم مع الآخرين يزعجني مراجعة الأمور كثيراً مع نفسي ،،،، نفسي أنسى مايزعجني ويقلقني لكني لا أستطيع !!  ؟  ؟,depression,slang,Nafsany
