post,Label,dialect,source
اشعر بالاكتئاب وعدم تحسن المستقبل ,depression,slang,crowdsourcing
معافرة فى الحياه  بس معتقدش في امل ولا في في طريق واضح كل حاجه تقريبا ضبابيه,depression,slang,crowdsourcing
أنا بموت بالبطئ حزيييينة أوى ونفسيتى متدمرة فوق الوصف 😢 طول عمرى بحلم بقلب يخطفنى من نفسى.أحبه ويحبنى نفهم بعض من نظرة العين.نشتاق لبعض.يبقى قلبنا على بعض.كيميا واحدة ويدينى دافعة لحياتى.الحياة تبقى أجمل كتير.وللأسف مش قادرة ولا طالبة غير ده مهما كانت ظروفه.عمرى ماإتشرطت بجاه ولا مال ولا وضع إجتماعى ولا ظروف.لأنى جربته بالفعل.جربت حب جارف كان محلى الدنيا فى عينى وكان فرحة قلبى وعمرى.بس للأسف توفاه الله 😢 عمرى ماتخيلت انى أتجوز وخلاص وأبقى فى حضن زوج مش لاقية نفسى معاه لمجرد حياة زوجية وأولاد وشغل بيت وحياة أهى تمشى وخلاص عشان سنة الحياة .والسنين اتسرسبت لحد ماوصلت ل 48 سنة 😢 المشكلة كلها انى عشان شكلى الحمد لله حلو حبة وشعرى طويل ولبسى واستايلى وطولى وجسمى بناتى خالص وطريقتى كلها شقاوة ومرح وضحك وبحب السفر والرحلات والشئ الغير مألوف لمعظم الستات.وكل الناس فاكرة إنى أصغر إخواتى مع إنى أكبرهم..أعوذ بالله من الناس اللى بتبصلى فى كل حاجة وبتنغص عليا حياتى وأولهم أختى بتغير منى بشكل مدمرنى عشان كل الناس شايفين انى أحلى إخواتى وشكلى اصغرهم.وكلامها ( هتعنسى وتقعدى لوحدك زى القردة ومش هتلاقى اللى يسأل فيكى.خلاص بقى احنا هناخد زمانا وزمن غيرنا.هجوز ولادى وولادهم يقولولى ياتيتة.خلاص بقى عجزنا.إتحجبى خلاص كبرنا)ونفسها تغطيلى شعرى بأى شكل.سافرت عمرة ومقولتش لحد من الجيران ولا العيلة.أختى زاعت الخبر بالقصد عشان تفهم الناس كلها انى سافرت العمرة لوحدى.معناه ان سنى 45 سنة.وكلامها كله جارح وبتعيطنى وتضايقنى.وزمايلى لما يحبوا يستعبطو بالقصد وكلامهم(ازيك يامدام.قصدى ياأنسة)(بنت بنتى بتقول ياتيتة كذا)أبارك لواحدة زميلتى فى الشغل على فرح بنتها تقولى(عقبال حجك).انا وصاحبتى طلعنا رحلة ولما حد يقولها ياطنط وانا ينادونى بإسمى ويسألونى إنتى فى كلية إيه. تقول(أنا وهى أصحاب من الجامعة.وعندى بنتى وإبنى أدكم كدة) بتفرج وبسكت.قريبتى فى سنى شافتنى فى فرح وكنت لابسة سواريه.تقولى(انتى ايه مابتكبريش.ده انا بقيت جدة وانتى لسة شكلك فى الجامعة)الناس وحشة أوى.دمرونى مش عارفة ليه.هم ناقصهم ايه.قسما بالله ماقادرة أجى على نفسى وأتجوز وخلاص.الحب بيحيى القلب ويحلى الدنيا بكل مافيها.أنا تعبانة أوى وبائسة.كان عندى أمل انى أكيد لازم هقابل الشخص ده تانى مهما كان سنى😢 لكن دلوقتى للأسف ..فقدت الأمل خالص 😢😢😢,depression,slang,crowdsourcing
انا تعبت و مبقتش قادر علي التحمل اكتر من كده لازم كل حاجه تكون كامله و صح ، نفسي كل حاجه تكون من غير تعب ولا هم عشان اكتر من كده مش عارف المفروض اعمل ايه ,depression,slang,crowdsourcing
حاسس ان مبقاش عندي شغف و مفيش حاجة بتسعدني و تايه مش عارف اعمل ايه و مش عارف الصح فين.,depression,slang,crowdsourcing
الواحد بقى حاسس إنه مهما عمل مش بيطمر مع الناس وكم الخذلان الي عديت بيه من ناس عزيزة عليا وقد إيه إكتشفت أنه سعات الناس بيبقوا غليين عندك أكثر مأنت غالي عندهم  خلاني مكتئب طول الوقت وبقيت عايز أقطع مع أعز صحابي وخلاص,depression,slang,crowdsourcing
مخنوقة,depression,slang,crowdsourcing
خلاص مفيش فايده,depression,slang,crowdsourcing
المشاكل العائلية خلتنى دايما متوترة و فى اكتئاب و عايزة دايما ابقى لوحدى و فكرة انى اصحى كل يوم ديه صعبة اوى و دايما مرهقة و مش قادرة اكلم حد و لو حد بس قالى أى حاجة ببقى عايزة اعيط ,depression,slang,crowdsourcing
بحس ديما اني مش فارق مع الحواليا، ايا كان هو مين او اعرفه قد ايه ديما بعمل حاجة تدايق اللي قدامي بشكل غير إرادي كأني عاوز الناس تبعد عني،المشكلة اني بكره الوحدة بعد كده. ,depression,slang,crowdsourcing
"كيف تريدونني ان اكتب عن السعادة وهناك شيئ في داخلي مليئ بالحزن و الالم.
",depression,slang,crowdsourcing
لم يعد لدي الرغبة في أن أصبح شيئًا ، فكل أيامي تتكرر ، وما زلت لا أستطيع أن أفهم لماذا يجب أن يكون الأمر صعبًا للغاية. كل يوم هو نفس التوتر ، نفس خيبات الأمل ، نفس الأحداث المزعجة. أحتاج بشدة إلى استراحة من الجميع وكل شيء لأنه لم يعد هناك شيء منطقي,depression,slang,crowdsourcing
دايما بحس اني تافه عشان مش مرتب حياتي زي الناس اللي حواليا ولا مهتم زيهم.عمري ما بيكون ليا طموح او بفضل افكر في مستقبلي زي باقي الناس. او باختصار عمري ما كنت مهتم عشان اقلق قبل امتحان او في قرار مهم لمستقبلي، و ده بيحسسني دايما اني تافه او بضيع نفسي و اتدايق. ,depression,slang,crowdsourcing
كل يوم شبه اللي قبله، ماحدش حاسس باللي انا فيه، لما بحكي بيتقالي نفس الكلام النموذجي اللي اي حد بيقوله من غير ما يفكر حتى يحط نفسه مكاني، و ليه الومهم مين هيبقى عاوز يكون مكاني,depression,slang,crowdsourcing
لك الحمد إني حزينٌ حزين,depression,slang,crowdsourcing
زهقت من كتر ما انا مش عارفة انا عايزة ايه او عارفة يعني عايزة ايه بس مش عارفة اخد اي خطوة اساسية تخليني اتفدم لقدام زهقت من كتر الفراغ اللي عندي مع ان معنديش فراع بس نفسى ارجع اشتغل تانى,depression,slang,crowdsourcing
منطفي، مش مبسوط بالإتجاه الحياتي وخداه بس في نفس الوقت معنديش الإرادة إن أعمل أي حاجة عشان أغير الوضع ده,depression,slang,crowdsourcing
بداية من المرحلة الثانوية وانا عندي بوادر اكتأب و قلق وتوتر داءم لا يزول  مكنتش اعرف شيء عن الامراض النفسية وكان فدماغي انه هم وهيزول لجد ما دخلت الكليةيمر الترم الاول واشيل مادة الكترونيكس ١علي درجة يعلم الله اني كان ليا درجات اعمال سنة مستحقة وهما درجتين بونص فالسيكشن متحسبوش طريقة تعاملكم مع الساقط فمادة علي انه فاشل وميستحقش النظر ليه و مع العلم اني حرفيا بنام ١٦ ساعة ومع ذلك بعمل اللي عليا انا حاليا فالسنة الرابعة (شايل سنتين)من ساعة ضغط الكلية الداءم  وانا تحولت فعلا لشخص فاشل بمعني الكلمة معنديش قدرة علي تعلم شيء جديد اتجهت للتدخين عادي تحول الموضوع لحشيش مش بشكل داءم لكن بيكون علاج فبعض الاوقات انا مش زعلان علي نفسي انا زعلان علي ولدتي اللي انتظرت مني كتير ولكن  فالاخر مش هلوم حد غير نفسي يا رتني كنت متزن عقليا كنت اكيد هكون  من الاحسن فالكلية لكن كل اللي يهم هيءة التدريس هو العلم واللي اصلا عندكم مشكلة فتوصيلة للطالب  انا بتعافي واحدة واحدة بس بعد ما الوقت ما فات والgpa  اتدمر ومتأكد اني مش هلاقي شغل بس انا فررت افرح امي بالتخرج وبعدها انهي حياتي  ومتأكد ان ربنا اكيد هيسامحني مش عارف الكلام هيفيد بأيه لكن للعلم تشخيصي دا طبي مش انا اللي مشخص نفسي قد يفيد كلامي حد تاني حياته تبقي احسن فالكلية ديه فالسنين الجاية,depression,slang,crowdsourcing
عاوزه اموت ,depression,slang,crowdsourcing
من كام سنه، انا كنت خسيت قوي. كنت نزلت مثلا ٢٠ كيلو. بعدها بفترة قليلة رجعت زاد وزني للرقم اللي كنت عنده الاول. او اكثر كمان. كنت بعيط كتير و هدومي مش بتدخل فيا و مكنتش عايزة اخرج من البيت ولا اشوف حد.,depression,slang,crowdsourcing
تايهه جدا و حاسس انى لوحدى ,depression,slang,crowdsourcing
كل ما الدنيا تبقي ماشية كويس ترجع تتلخبط تاني و حاسس إن مفيش فايدة في المحاولة فعلا. بحاول اتماسك علي قد ما اقدر بس الموضوع صعب أوي و أنا تعبت و حاسس إني هنهار من أقل شئ ممكن يحصل في المستقبل,depression,slang,crowdsourcing
مابقيتش حاسة بحب حد.. حتي أقرب الناس ليا  ..من كتر اللي شوفته دايما بلاقي خداع و كدب و استغلال ، كنت طول عمري بؤمن أن في شخص واحد علي الأقل هيبقى معايا و يساندني بس خذلوني كلهم . مابقاش عندي ثقة في حد ,depression,slang,crowdsourcing
لا يوجد لدى رغبة فى انجاز اى مهام و لدى احساس بالحزن المستمر,depression,slang,crowdsourcing
"الصورة دي بالتمام كدة كانت اول مرة اشوف بنتي بعد ما لظروف فرقتنا لمدة ٦ شهور
بعدها بشهر بالظبط يوم العصر الساعة ٤ قبل عيد الأم بيومين قررت أمشي
مكتبتش ولا رسالة أودع فيها اي حد

مكتبتش لحد اني اسفة اني ماشية لاني متأكدة ولا حد حيسامحني منهم
اللي كنت عاوزة اكتبله بجد اللي ظلموني
عشان كدة قررت امشي من سكات 
فشلت المحاولة تماما مش عشان معملتهاش صح 
لا عشان خفت وجبنت 
افتكرت حفلة تخرج خديجة وان لسة عندها حاجات كتيرة 
محتاجاني معاها
واني كنت انانية جدا لما شرطت محبتي ليها بوجودها جمبي

أرجوكوا ياجماعة بطلوا  تربطوا الاكتئاب والانتحار بقلة الإيمان
بطلوا تحسبوا حسابات عقيمة لناس مسار حياتها كان في دروس لو اتوزعت على دفعة أسنان ٢٠٠١ محدش حيلحق يذاكرها قبل الامتحان

أنا أميرة مدبولي ناجية من محاولة انتحار 
انا متاكدة ان عمر ماحد حيصدق السطر الأخير
خصوصا ان ناس كتير بتقول علي مصدر بهجة في حياتهم وحياتي انا شخصيا 
انا بشكر نفسي اني جبنت ولحقت نفسي
بشكر نفسي انها اتحملت وصبرت وأنها حتى لما ضعفت تقبلت ضعفها وقلة حيلتها

بشكر نفسي انها اتعلمت من الأحداث الصعبة جدا
وبساعد نفسي على قد ما اقدر

بالمناسبة تاني يوم محاولتي الانتحار عبدالحليم وجومانة ودوني  عند دكتورة نفسية نصحتني ان لازم ادخل مصحة لانها شايفة اني ممكن أكرر التجربة
وكلمت المصحة استفسر عن الأسعار في وسط الكلام الريسيبشانيست بتقولي بالحرف دا غير دكتور التخدير
قولتلها ليه دكتور تخدير!!
قالتلي عشان جلسات الكهربا 
يعني متخيلين تبقى متهان ومعدي بظروف تهد الجبال وتتكهرب!!!

مش دا المهم ..احب أقول ان في حاجة واحدة بس ساعدتني اطلع من دا
لان وجود ناس ودكاترة وحب مكنتش عارفين يطلعوني
رغم ان دكتورتي دعاء قمر
وأصحابي جدعان
وبنتي ست خديجة نبع حنان اسم الله عليها 
بس حقيقي الحاجة الوحيدة اللي قلبت كياني وحطتني على اول درجات الشفا
للشخص الوحيد اللي مش حكتب اسمها

(مش لازم تسامحي ياغالية )
مش لازم تحبي اللي كرهوكي
وكأنها انتشلتني من مستنقع
‏Guilt trap
وبدءت أهون على نفسي
وبالمناسبة اقدر ازاي أسامح ناس حرموني من بنتي 
وحاجات صعبة تانية

خصوصا ان محدش منهم اعتذر ولا اعترف اصلا
طب في أنصاف حلول بس مفيش أنصاف حقوق
وحقك انت وحدك صاحب الحق تتنازل عنه

اليوم اللي قررت اني مسامحش امتثالا لنصيحة صاحبتي بدءت افوق
الأصوات اللي شغالة ٢٤ ساعة حتى في النوم بدءت تسكت لحد ماسكتت خالص
وبدءت أتقبل تماما اني مش مسامحة
لدرجة اني رحت لاكتر واحدة ظلمتني
وقولتلها انا دعيت ربنا مسامحكيش الى ان تلتف الساق بالساق وعند الله تجتمع الخصوم
تاني يوم كنت قاعدة مع نفس الست لأول مرة مرتاحة
وبعترف اني يوم  ماقررت  ماسامحش هو كان يوم الشفا
(المفاجأة اني بدءت اهدى على نفسي وممكن افكر أسامح وممكن مسامحش )
وارتحت والحمل اتشال
وان لازم نوقف اسطوانات السماح والسمو والولاحاجة
لازم نكره عشان نحب
ونبطل نثقل على المظلوم بوجوب وحتمية سماح الظالم

ليه بنطلب من المظلوم يسامح اذا رب العباد اشترط  للتوبة  شروط!!
طب لو الظالم معتذرش وتمادى في ظلمه وجبروته نسامحه ليه؟
 إن يريدا إصلاحا يوفق الله بينهما..اللي بيكابر ملوش بقة حق نسامحه

نصيحتنا للناس بالصبر ممكن تؤدي للجزع
ونصيحتنا ب احبوا اعداءكم. باركوا لاعنيكم. احسنوا الى مبغضيكم. وصلّوا لاجل الذين يسيئون اليكم ويطردونكم
مش في اخخخلوقت دا تماما
دا بيجي غالبا من تجربتي الشخصية  باني
 قررت ابطل احب اعدائي. 
وابارك لاعني. 
ولم احسن الى مبغضي. 
ولم أصلي لاجل الذين يسيئون إلينا  ويطردوننا

بس وقتها  هونت على نفسي ولم احملها حمل السماح في الوقت دا
والنفس ذكية وزكية
اول مابتعاملها صح بيتفجر منها 
 ما لا عين رأت ، ولا أذن سمعت ، ولا خطر على قلب بشر
دلوقت بس اقدر أقول لنفسي جملة ميس ليندا مدرستي  في الماث  في ثانوية عامة
شاطرة يابت",depression,slang,crowdsourcing
اليوم فقدت اخ وصديق لي معه من الذكريات الجميلة ما لا يوصف احساس مؤلم احساس الفقد ولاكن هو حال الدنيا والحمدلله على كل حال  ,depression,slang,crowdsourcing
حاسه اني اللي انا فيه تقيل قوي عليا مش قادره اشيل اكتر من كده ارمله ابني في مصحه نفسي مريض انفصام وبنت ٩سنين عايزه صحه وتعب وانا مش قدره اكمل الحمل تقيل عليه اوي مش عايزه اشتغل وعليه مصاريف بيت وعلاج ورح ونفس مش ادره اكمل حاسه اني ماشيه عكس الطيار مش عارفه اقاوم خلاص سلمت محبطه مليش نفس لأي حاجه في الدنيا خايفه محدش بيسال في حد كله بيقول يالله نفسي,depression,slang,crowdsourcing
"هو الانسان ممكن يعمل ايه لما يحس ان حياته بتنتهي وميبقاش شايف فيها حاجه واحدة تستحق انه يعيش علشانها، او حاجة واحدة ممكن تبسطه. 
لما اول مايفتح عينه من النوم اول فكرة بتيجي ف باله انه للاسف لسه عايش وللاسف لسه مضطر يقوم يواجه الحياة والناس ويتكلم ويتعامل. 
يعمل ايه لما يحس ان كل حاجة تقيلة عليه الثانية اللي بتعدي كانها بتعدي من فوق قلبه!! 
مش قادر يحقق اي انجاز ولا قادر ينجح ف علاقات حتي العلاقات القديمة بدأ يتخلى عنها لانه مش قادر يبذل اي مجهود او حتى ياخد مجرد رد فعل. 
علاج نفسي وخضعنا ليه، ادوية نفسية واخدنا، اعتقد ان خلاص كده مفيش أمل ولا نجاة.",depression,slang,crowdsourcing
تخرجت ولم اجد وظيفة رغم انني كنت مجتهد واطور من نفسي دائما  ولكنني وجدت الواقع مختلف  اشعر بقليل من الاحباط ولا اريد  مواجهة العالم الخارجي .,depression,slang,crowdsourcing
مضادات الاكتئاب مبتجبش نتيجة معايا وتقلبات مزاجية تعباني اوي وقلة نوم ولو نمت بنام عدد ساعات قليلة ، وفعلياً بفكر ف الانتحار,depression,slang,crowdsourcing
الموضوع بيتكرر معايا في اني بشعر بالوحدة قاعد علطول لوحدي زهقان بكتئب من الوحدة حتي لو جيت افتح لعبة ولعبة جيم واحد لوحدي مبيكونش ليه طعم وبقفلها تاني وكذلك الأمر لو ف الكلية  بقعد لوحدي لما اصحابي ميجوش  بيص حواليا الاقي كل شوية قاعدين مع بعض وانا لوحدي بتضايق اكتر وكذلك الأمر في معظم الأحيان,depression,slang,crowdsourcing
كان في عندي اكتئاب من فترة بسبب شخص معين حسيت انو الدنيا وقفت كلها بسببو وافتكرت انها نهاية العالم كنت اول مره ادخل ف الاكتئاب ده بس مكنش في اي ميول انتحارية لحد ما ربنا عوض بحدا غيرو بعد ايام بسيطة,depression,slang,crowdsourcing
حاسة اني ندمانه بعد الشخص ده ما مشي,depression,slang,crowdsourcing
حاسه ان الحياه كلها ماشيه ضدي اختي وابويا مشيوا في وقت صغير اوي وعندي احساس ان حياتي واقفه من بعدهم اتمني الحياه ترجع تاني كويسه عشان حقيقي تعت خالص مش مدركه المفروض اعمل ايه,depression,slang,crowdsourcing
أنا عندى اكتئاب من ساعة ما امى اتوفت دائما حاسة أن مفيش مخزى من الحياة ديه و عائشة حالة من الضياع و لا بروح اقدم و لا برجع لورا ثابتة فى مكانى و مش عارفة اعمل ايه لغاية دلوقتى مش مصدقة و عايشة اكنها موجودة . كانت كل حاجة فى حياتى . بقيت مش مهتمة بنفسى باكل كتير و مليش شهية فى نفس الوقت قاعدة مش بعمل حاجة . و مبقتش اهتم بشكلى قدام الناس كأن كل حاجة مابقاش ليها قيمة ,depression,slang,crowdsourcing
"تَعِبْتُ يَارَبِّ… يَجْرِي فِي دَمِي تَعَبِي
لَا ذَنْبَ لِي… غَيرَ أَنَّي مُسْلِمٌ عَرَبِي!
حَبَائِلُ الـمَوْتِ… مَا جَاوَزْتُهَا هَرَباً
إِلَّا وَكَانَ إِلَيْهَا… مُنْتَهَى هَرَبِي!
",depression,slang,crowdsourcing
دايما لوحدي ومحدش جنبي بس مكنتش لوحدي كان عندي صاحب فضلنا اعز صحاب ملناش الا بعض وفجأه بعد عني بعد ما لقي بديل بعد ١٧ سنه لقي البديل وباعني هو اه رجعلي تاني وبقينا صحاب بس انا معرفتش ارجع تاني للاسف وفشلت اني ارجع معاه زي الاول بالرغم اني كنت بحاول وهو رجعلي عشان مصلحه مش عشان بيحبني,depression,slang,crowdsourcing
شعور وحش اوي اما تفقد شخص غالي جدا عليك كل يوم تحلم فيه وكل يوم تتخيله ما بتنامش غير وانت بتحلم فيه وذي اشد انواع العذاب  وبالذات لما تكون ماماتك وعلاقتك فيها حلوه اوي حتى لو مش حلوه تضل مامتك اصعب شعور كل يوم تشوفها بالحلم بتتمنى انه يكون واقع مش حلم داىئما واللي عايشه فيه دا حلم  شعور وحش انه ما تعرفش تحكي لحد عشان ما تحسسش حد بضعفك وتبان كويس اوي ع عكس اللي انت عليه دائما بحس حياتي ملهاش اي ثلاثين لازمه وانه عايشه عشان ربنا عاوز كذا وبس انما عايشه ابشع فتره ممكن حد يعيشها  وانا دائما كنت بكذب عليها انها حتبقى بخير ومش مكمله الدراسه الا عشان كانت دائما بتقولي  انك قدها وحتكوني حاجه مهمه انا بعمل كل حاجه عشانها ربنا يرحمها,depression,slang,crowdsourcing
مش قادرة اتعافى من اللي حصلي السنين اللي فاتت ولا قادرة اتخيل اني كنت ساذجة اوي كدا عشان اسمح لواحد انه يعيش على قفايا ويهيني، انا كنت عايشة حياة متتوصفش غير بالدونية وقررت اتخلص منه اول مبدأت الكلية ورميته في شر اعماله، ممكن يكون حاسة بشئ من الانتصار بس حاسة بالاكتئاب واليأس لأنه مش سايبني في حالي ومش راضي يردلي فلوسي ,depression,slang,crowdsourcing
حاسة انا فاشلة وما بعوفش اثق في حد او اني اثق ان حد بيحبني ودايماً حاسة اني مش شخص كويس وناقص فيا حاجات كتير مهما بعمل انا ناقصة وفاشلة وما استاهلش حد يحبني ومشاكل اسرية كتير قدرت تخليني احاول الانتحار وبفكر فيه كتير ومافيش حد بيعرف يفهمني ابداً ولا فيه حد جنبي ودايماً قلقانة من كل حاجه انا بعملها حتي لو حاجه انا متأكدة اني بعرف اعملها,depression,slang,crowdsourcing
It's all so tiresome,depression,slang,crowdsourcing
انا ديه اكتر فترة حاسس فيها بعدم ثقة في اي حاجة ولا حتي في نفسي فكرة انك تبقي موقف حياتك علي شخص و هو السبب في حياتك كانك بتبني بيت علي عمود واحد و ده اختر و اغبي قرار ممكن تاخده عشان الشخص ده اول ما يقرر يمشي هياخد معاه حياتك كلها هياخد معاه مل حاجة بنيتها كل احساس و كل نجاح و كل ثقة اديتهاله هيسيبك فاضي و تايه كانك لسه مولود مش فاهم حاجة هتدخل حالة صدمة في اللي هو انا فعلا كنت غبي لما حبيت حد بالدرجة ديه و وقفت حياتي عليه ولا هو فعلا كان يستاهل ده و انا اللي ضيعته من ايدي و استاهل كل اللي انا فيه دلوقتي ده انا جوايا احساس مش عارف اوصفه محشور و مش عايز يطلع انا كنت بحبها بجد و كنت مستعد اشيلها و افضل جمبها و معاها علي الحلوة قبل الوحشة و مكنتش عايز حاجة منها غير انها تبقي الحيطة و الحضن اللي يوم ما الدنيا تضيق عليا اجري عليها و احمل عليها و انا عارف و متاكد انها هتشلني من غير ما تسال عشان فهماني من غير ما اتكلم احري عليها في اي مشكلة و انا عارف انها الحل لكل مشكلة ضحكتها و صوتها كان بيهون عليا اي ضغط و اي مشكلة ببقي فيها كانت حياتي و لما مشيت خدت حياتي معاها و انا دلوقتي لا عارف ارجع حياتي و لا عارف ابني واحدة جديدة ، الحب دا اجمل احساس ممكن الواحد يحسه و يعيشه و اصعب وجع لو الشخص اللي انت اختارته ده مكنش  اختيارك الصح و مكنش قد الحب اللي انت ادتهوله   ,depression,slang,crowdsourcing
حاسس اني في سجن مش عارف اتحرك من مكاني مش عارف امشي لقدام.. دايما دماغي، بتسحلني، ف اللي فات بحس فيه حاجة بتشدني لورا مهما حاولت و مهما عملت بلاقي ان كل المجهود ده كان ع الفاضي و اني لسا مكاني متحركتش.. ,depression,slang,crowdsourcing
"ساعات بحس اني مهما عملت انا لسه بردو مش كفاية.. معظم أهلي اذا مكانوش كلهم دايما متوقعين مني احسن حاجة ودا بيخليني لما انزل شوية عن المتوقع اني أحس بالفشل ودا بيكون من نظرتهم وكلامهم ليا حتى لو كان مستوايا حلو بس لا ازاي مايكونش احسن!! دا غير المقارنات اللي بسمعها اصلا
دا بيخليني ساعات افكر طب خلاص طالما سواء عملت اللي عليا او لا انا كدا كدا مش قد توقعاتهم.. ليه اتعب نفسي من البداية.
بس الفكرة ان انا بعمل الكلام دا لنفسي مش لحد تاني. انا مش مستني حد يقولي انت كويس ولا لا مش بيهمني وجهة نظر حد بالشكل الفظيع دا.. وهي دي المشكله ان انا مش مستني وجهة نظر بس مازالوا لسه بيقولولي هم بيفكروا فيا ازاي وشايفيني ازاي
وعشان هم حرفيا اهلي بشوفهم ٢٤ ساعة كل يوم مش هعرف اعمل ودن من طين والثانية من عجين
+ فكرة التشجيع بالترهيب من الفشل دا شيء سلبي جدا تخيل واحد عشان بيحاول يشجعك يقولك انت لازم تعمل كذا وكذا وتكون كذا وكذا بس خلي بالك لو ماحققتش الكلام دا في السن دا مثلا انت كدا هتكون فاشل وبتاع.. ليه اي انسان يفكر يقول كدا لحد اصلا! ",depression,slang,crowdsourcing
بقالي فترة بشوف صور الناس و هي بتتخرج، كل سنة في نفس الوقت يطلعلي صورهم و هم بالروب و وسط صحابهم و أهلهم و عمالين يغنوا و يرقصوا بعد كده صورة الدفعة الجماعية، بدمع الحقيقة لما بشوف الصور؛ انا مش هيكون ليا يوم زي ده، أروح ازاي وانا معرفش حد في دفعتي؟ هيتنده علي اسمي محدش يعرفه محدش هيسقف محدش هيكون قاعد جنبي هبقي لواحدي و أهلي هيشوفوا منظري هصعب عليهم و يصعب عليهم شكلي و حالي. عشان كده مش هروح، غصب عني و مقهور.. مقهور اني حرمت أهلي من لحظة زي ديه، تعبهم معايا طول ١٤ سنة مدرسة و ٦ جامعة ملوش حتي لحظة تقدير ولا يفخروا بيا. حقيقي انا مهموم جدا و مفيش قدامي شيء اعمله، اللي عمل صحاب عمل، اللي عرف ناس عرف، واللي لواحده هيفضل لواحده واللي مش بيعرف يتعرف او يتعامل مع الناس اتكتب عليه يكون وحيد طول عمره عمر ما كان ليا أصدقاء او شلة لا في المدرسة ولا في الكلية وده مش ظلم إلهي لا سمح الله، لكن هو ده انا، شخصيتي و كينونتي مفيش حاجة في ايدي غير اني احزن علي حالي و اتحمل الواقع وان كنت كارهه و بتألم. شكرا.,depression,slang,crowdsourcing
